date,LKOH,ROSN,SIBN,SNGS,TATN
2005-01-11,826.89,,82.87,20.51,39.15
2005-01-12,832.0,,84.01,20.67,38.9
2005-01-13,827.2,,84.82,20.464,38.6
2005-01-14,836.5,,86.4,20.975,39.3
2005-01-17,830.0,,85.0,20.41,40.6
2005-01-18,817.95,,83.0,20.15,40.76
2005-01-19,824.89,,84.1,20.32,41.63
2005-01-20,810.88,,80.07,19.87,41.647
2005-01-21,810.94,,80.9,19.8,41.349
2005-01-24,821.5,,82.7,20.079,42.05
2005-01-25,826.0,,82.75,20.5,42.38
2005-01-26,830.21,,82.5,20.2,42.12
2005-01-27,837.0,,82.49,20.501,42.533
2005-01-28,850.0,,84.8,21.11,44.751
2005-01-31,868.0,,88.18,21.07,44.55
2005-02-01,873.98,,88.74,21.3,44.65
2005-02-02,875.0,,90.15,21.494,45.3
2005-02-03,880.01,,89.12,21.37,46.11
2005-02-04,884.5,,88.0,21.5,46.003
2005-02-07,884.26,,87.19,21.35,45.885
2005-02-08,896.0,,90.0,21.549,46.7
2005-02-09,885.49,,88.1,21.21,45.57
2005-02-10,888.86,,90.0,21.374,45.2
2005-02-11,875.0,,89.4,21.05,44.404
2005-02-14,881.0,,89.29,21.012,43.65
2005-02-15,886.8,,89.11,21.11,44.3
2005-02-16,896.0,,90.8,21.1,44.6
2005-02-17,905.5,,92.65,21.3,45.15
2005-02-18,911.0,,94.01,21.31,45.5
2005-02-21,915.41,,94.92,21.48,45.888
2005-02-22,913.77,,93.89,21.287,45.8
2005-02-24,939.8,,96.55,21.72,48.3
2005-02-25,956.5,,96.49,22.08,49.21
2005-02-28,968.25,,97.5,23.198,50.18
2005-03-01,952.0,,96.6,22.853,48.6
2005-03-02,941.99,,94.69,22.42,48.15
2005-03-03,937.0,,95.5,22.53,48.818
2005-03-04,952.0,,96.75,22.85,50.0
2005-03-05,954.7,,98.77,22.96,50.69
2005-03-09,958.5,,98.05,22.829,50.0
2005-03-10,934.0,,94.0,22.08,48.5
2005-03-11,949.0,,93.48,22.07,48.41
2005-03-14,932.02,,90.5,21.53,48.29
2005-03-15,925.2,,90.75,21.4,47.67
2005-03-16,903.1,,87.9,20.529,46.05
2005-03-17,920.0,,88.5,20.85,46.109
2005-03-18,920.05,,88.5,20.479,45.41
2005-03-21,908.0,,85.5,20.12,44.4
2005-03-22,929.0,,87.2,20.601,45.48
2005-03-23,899.5,,86.87,19.952,44.599
2005-03-24,933.05,,91.0,20.598,46.1
2005-03-25,938.42,,91.58,20.942,46.45
2005-03-28,942.5,,91.6,20.56,46.57
2005-03-29,940.0,,89.16,20.408,45.752
2005-03-30,929.0,,87.68,19.97,44.59
2005-03-31,945.9,,88.22,19.95,44.84
2005-04-01,971.0,,90.12,20.805,46.501
2005-04-04,966.0,,89.05,20.62,47.599
2005-04-05,979.0,,90.66,20.831,48.28
2005-04-06,1016.0,,93.45,21.65,48.95
2005-04-07,1012.0,,93.88,21.49,49.398
2005-04-08,1021.9,,93.89,21.75,49.3
2005-04-11,1001.1,,89.99,20.985,47.5
2005-04-12,998.26,,89.5,20.82,47.299
2005-04-13,997.55,,88.75,20.95,46.7
2005-04-14,973.55,,86.45,20.53,46.86
2005-04-15,964.51,,85.14,20.3,46.7
2005-04-18,947.55,,85.4,19.87,45.78
2005-04-19,945.1,,86.95,20.1,46.9
2005-04-20,943.5,,86.65,20.02,47.61
2005-04-21,959.99,,88.3,20.157,48.3
2005-04-22,972.0,,89.26,20.35,48.55
2005-04-25,978.5,,90.05,20.259,48.5
2005-04-26,972.0,,88.5,19.97,47.26
2005-04-27,954.97,,86.2,19.69,46.25
2005-04-28,950.5,,86.4,19.7,46.51
2005-04-29,941.5,,86.89,19.49,46.55
2005-05-03,942.45,,86.99,19.579,46.084
2005-05-04,941.0,,87.04,19.62,46.327
2005-05-05,944.8,,88.51,19.73,46.771
2005-05-06,949.0,,86.98,19.43,46.64
2005-05-11,931.0,,86.12,19.215,45.94
2005-05-12,920.0,,82.99,19.25,44.6
2005-05-13,901.75,,84.0,19.27,44.5
2005-05-14,900.49,,83.87,19.261,44.7
2005-05-16,882.5,,82.27,18.685,44.05
2005-05-17,926.98,,84.86,19.179,46.7
2005-05-18,931.81,,85.09,19.23,46.42
2005-05-19,931.0,,85.58,19.044,46.3
2005-05-20,930.97,,85.1,19.1,46.3
2005-05-23,935.9,,85.0,19.18,45.39
2005-05-24,981.01,,86.65,19.719,46.68
2005-05-25,967.5,,85.6,19.4,46.2
2005-05-26,981.0,,84.65,19.52,46.75
2005-05-27,977.47,,85.29,19.438,47.0
2005-05-30,974.1,,85.0,19.37,46.96
2005-05-31,983.5,,88.04,19.4,48.25
2005-06-01,988.0,,86.25,19.195,48.2
2005-06-02,992.0,,86.9,19.72,49.1
2005-06-03,994.0,,87.03,19.977,49.798
2005-06-06,990.0,,86.45,20.174,50.38
2005-06-07,992.75,,87.18,20.169,51.2
2005-06-08,986.51,,86.95,19.75,52.695
2005-06-09,988.0,,86.55,19.93,51.6
2005-06-10,997.69,,86.92,20.193,51.4
2005-06-14,1016.0,,88.65,20.6,51.79
2005-06-15,1008.0,,87.51,20.67,51.543
2005-06-16,1000.0,,87.4,20.73,51.62
2005-06-17,1005.5,,88.5,21.05,52.1
2005-06-20,1012.5,,88.98,21.132,52.0
2005-06-21,1009.0,,87.88,21.1,51.277
2005-06-22,1028.99,,89.1,21.576,51.6
2005-06-23,1032.61,,89.21,21.68,51.45
2005-06-24,1033.75,,91.1,21.663,51.44
2005-06-27,1035.0,,90.31,21.45,51.2
2005-06-28,1039.5,,91.73,21.18,51.579
2005-06-29,1034.5,,92.87,21.019,51.898
2005-06-30,1053.97,,94.95,21.345,52.912
2005-07-01,1074.0,,98.29,21.712,53.99
2005-07-04,1090.0,,102.0,21.98,55.6
2005-07-05,1098.7,,99.93,22.098,55.397
2005-07-06,1125.0,,101.98,22.75,56.8
2005-07-07,1116.01,,101.17,22.454,57.651
2005-07-08,1133.51,,100.49,22.7,57.512
2005-07-11,1139.5,,100.0,22.67,56.878
2005-07-12,1133.9,,98.25,22.475,56.35
2005-07-13,1142.93,,98.79,22.762,57.24
2005-07-14,1135.0,,96.63,22.46,56.875
2005-07-15,1118.41,,95.84,22.111,56.0
2005-07-18,1103.0,,94.3,21.952,56.28
2005-07-19,1117.55,,95.3,22.138,56.6
2005-07-20,1143.3,,96.44,22.676,57.31
2005-07-21,1130.95,,97.5,22.263,56.553
2005-07-22,1140.99,,96.87,22.503,57.301
2005-07-25,1138.54,,95.29,22.597,58.8
2005-07-26,1134.33,,95.4,22.33,58.5
2005-07-27,1152.99,,98.4,22.452,58.4
2005-07-28,1181.77,,91.0,23.1,59.19
2005-07-29,1184.9,,89.92,23.299,59.09
2005-08-01,1194.8,,89.39,23.23,58.553
2005-08-02,1208.99,,89.66,23.498,59.19
2005-08-03,1193.0,,85.7,23.029,58.89
2005-08-04,1206.0,,88.0,23.206,59.201
2005-08-05,1221.1,,88.15,23.27,59.165
2005-08-08,1245.2,,89.0,23.49,59.401
2005-08-09,1264.0,,88.84,24.04,60.201
2005-08-10,1267.0,,89.0,24.27,60.5
2005-08-11,1236.32,,88.5,23.777,59.899
2005-08-12,1217.7,,88.68,23.516,59.8
2005-08-15,1234.15,,90.8,23.631,60.7
2005-08-16,1281.21,,96.4,24.13,67.275
2005-08-17,1299.0,,100.25,24.32,67.12
2005-08-18,1280.5,,103.0,23.94,65.91
2005-08-19,1313.0,,105.78,24.4,65.8
2005-08-22,1317.03,,103.3,24.693,66.4
2005-08-23,1320.5,,102.55,24.483,65.7
2005-08-24,1322.5,,102.29,24.801,65.5
2005-08-25,1338.0,,104.0,25.2,67.0
2005-08-26,1356.5,,103.75,26.029,67.2
2005-08-29,1367.0,,102.1,26.5,68.66
2005-08-30,1366.5,,101.01,26.95,71.004
2005-08-31,1387.01,,100.0,27.3,70.75
2005-09-01,1387.99,,99.99,27.53,70.899
2005-09-02,1394.01,,100.5,27.84,72.7
2005-09-05,1373.0,,99.35,27.5,72.71
2005-09-06,1338.51,,98.02,26.466,69.1
2005-09-07,1311.49,,96.5,25.963,68.0
2005-09-08,1328.0,,96.75,26.098,70.85
2005-09-09,1363.98,,99.0,26.89,73.938
2005-09-12,1356.97,,98.03,26.51,72.2
2005-09-13,1345.0,,95.31,26.1,71.499
2005-09-14,1359.85,,96.52,25.893,71.75
2005-09-15,1410.01,,95.81,26.792,73.21
2005-09-16,1478.0,,97.0,27.955,74.67
2005-09-19,1550.0,,98.85,29.888,77.77
2005-09-20,1542.5,,98.55,29.25,78.689
2005-09-21,1591.08,,100.02,30.248,81.103
2005-09-22,1594.51,,99.8,29.761,83.389
2005-09-23,1610.88,,102.1,29.95,82.651
2005-09-26,1574.1,,101.22,29.186,79.9
2005-09-27,1632.0,,117.0,30.67,83.8
2005-09-28,1607.0,,105.8,30.29,86.61
2005-09-29,1620.0,,100.12,30.4,85.5
2005-09-30,1644.0,,102.69,30.606,91.008
2005-10-03,1731.8,,103.39,31.739,102.91
2005-10-04,1731.0,,101.44,31.8,102.6
2005-10-05,1650.1,,98.0,30.265,93.7
2005-10-06,1541.99,,92.35,28.1,85.24
2005-10-07,1532.0,,94.3,28.1,84.956
2005-10-10,1567.0,,96.12,28.7,86.9
2005-10-11,1661.0,,100.5,30.0,89.9
2005-10-12,1573.0,,97.2,28.075,85.0
2005-10-13,1555.0,,95.77,27.87,83.102
2005-10-14,1493.0,,92.76,26.25,76.8
2005-10-17,1527.5,,94.0,26.3,79.299
2005-10-18,1549.99,,94.3,26.2,80.001
2005-10-19,1468.98,,96.55,24.6,76.2
2005-10-20,1471.9,,96.39,24.927,78.55
2005-10-21,1476.0,,94.4,25.037,82.5
2005-10-24,1523.0,,96.8,25.849,88.75
2005-10-25,1513.0,,96.6,25.771,87.4
2005-10-26,1517.03,,97.8,26.32,88.5
2005-10-27,1471.97,,99.0,25.39,86.05
2005-10-28,1506.0,,102.5,25.885,87.389
2005-10-31,1570.5,,102.49,26.86,91.7
2005-11-01,1570.0,,101.0,27.398,89.869
2005-11-02,1616.5,,102.3,28.45,94.45
2005-11-03,1630.0,,102.52,28.49,97.162
2005-11-07,1625.8,,100.5,28.3,94.0
2005-11-08,1634.9,,100.5,28.316,93.0
2005-11-09,1634.5,,101.25,28.695,92.74
2005-11-10,1595.0,,100.0,28.04,90.001
2005-11-11,1591.0,,102.1,28.04,91.5
2005-11-14,1620.0,,103.01,28.53,93.0
2005-11-15,1594.01,,104.01,28.081,91.45
2005-11-16,1593.8,,105.75,28.39,91.949
2005-11-17,1627.0,,106.75,28.96,97.929
2005-11-18,1615.0,,105.99,29.07,96.681
2005-11-21,1627.5,,103.9,29.8,96.29
2005-11-22,1635.0,,105.0,29.85,94.65
2005-11-23,1636.0,,105.0,30.0,95.13
2005-11-24,1660.5,,105.53,30.89,96.099
2005-11-25,1662.0,,105.5,30.5,97.6
2005-11-28,1642.0,,105.61,30.1,97.151
2005-11-29,1641.1,,105.5,29.92,97.33
2005-11-30,1645.0,,105.9,29.561,97.4
2005-12-01,1680.0,,108.0,30.45,99.46
2005-12-02,1703.9,,106.68,31.13,99.3
2005-12-05,1720.0,,106.04,31.226,100.12
2005-12-06,1721.0,,106.04,31.21,100.4
2005-12-07,1735.07,,106.54,31.512,100.8
2005-12-08,1729.99,,105.75,31.19,99.005
2005-12-09,1735.98,,106.01,31.295,100.65
2005-12-12,1748.0,,106.5,31.599,100.699
2005-12-13,1747.0,,106.3,31.123,99.76
2005-12-14,1754.9,,106.12,30.912,99.6
2005-12-15,1738.5,,106.01,30.551,100.4
2005-12-16,1752.6,,106.5,30.88,100.0
2005-12-19,1749.7,,112.0,31.031,98.311
2005-12-20,1743.65,,109.59,30.965,96.809
2005-12-21,1746.91,,110.87,31.399,97.414
2005-12-22,1743.5,,110.28,31.48,97.521
2005-12-23,1734.0,,107.75,31.099,96.157
2005-12-26,1731.99,,108.0,30.93,95.485
2005-12-27,1723.0,,107.11,30.492,95.001
2005-12-28,1711.99,,106.75,30.332,93.9
2005-12-29,1704.0,,106.01,30.75,94.25
2005-12-30,1707.0,,107.51,31.1,95.3
2006-01-10,1811.99,,110.9,35.2,102.999
2006-01-11,1820.97,,110.3,36.212,102.5
2006-01-12,1901.89,,111.0,35.84,105.4
2006-01-13,1919.82,,111.9,35.1,104.61
2006-01-16,2039.99,,115.74,36.52,107.799
2006-01-17,2048.0,,116.9,35.599,105.53
2006-01-18,2064.99,,116.05,35.47,104.5
2006-01-19,2126.05,,123.59,36.601,107.8
2006-01-20,2188.05,,123.66,37.53,112.994
2006-01-23,2145.0,,124.77,36.324,113.25
2006-01-24,2161.5,,126.0,37.16,114.999
2006-01-25,2180.2,,129.88,37.15,116.5
2006-01-26,2170.31,,131.2,38.38,115.5
2006-01-27,2241.0,,134.95,40.69,123.999
2006-01-30,2175.0,,128.7,39.23,122.79
2006-01-31,2157.0,,124.0,38.601,121.5
2006-02-01,2203.0,,129.78,39.56,123.99
2006-02-02,2168.0,,135.24,38.5,128.65
2006-02-03,2112.0,,131.0,37.9,125.25
2006-02-06,2164.83,,131.79,38.894,134.99
2006-02-07,2145.01,,129.5,38.101,133.53
2006-02-08,2192.0,,130.94,38.51,132.498
2006-02-09,2216.98,,132.0,39.3,138.2
2006-02-10,2175.03,,129.51,38.6,132.8
2006-02-13,2206.99,,130.01,38.7,128.0
2006-02-14,2168.0,,128.08,37.899,125.5
2006-02-15,2149.9,,127.2,37.99,132.39
2006-02-16,2160.0,,127.51,37.8,131.0
2006-02-17,2230.02,,130.99,40.2,135.8
2006-02-20,2315.0,,132.5,41.329,149.819
2006-02-21,2305.1,,131.45,40.801,143.39
2006-02-22,2360.1,,132.0,42.775,147.98
2006-02-26,2434.0,,135.6,45.065,156.6
2006-02-27,2390.0,,133.01,44.001,159.0
2006-02-28,2247.9,,129.0,41.09,159.0
2006-03-01,2253.5,,131.99,41.651,172.0
2006-03-02,2281.0,,132.0,43.295,175.771
2006-03-03,2320.0,,133.2,44.689,168.201
2006-03-06,2273.0,,132.65,43.4,166.98
2006-03-07,2146.0,,122.99,40.7,152.5
2006-03-09,2110.0,,123.8,40.101,152.799
2006-03-10,2081.98,,123.49,39.887,147.56
2006-03-13,2175.0,,125.68,41.35,154.0
2006-03-14,2112.06,,120.0,39.5,149.0
2006-03-15,2180.0,,122.99,39.8,148.3
2006-03-16,2161.0,,123.0,39.7,147.985
2006-03-17,2215.0,,126.0,41.8,154.333
2006-03-20,2193.0,,126.1,40.7,150.6
2006-03-21,2182.49,,124.8,39.82,145.8
2006-03-22,2245.0,,126.44,40.89,148.55
2006-03-23,2270.64,,126.16,40.79,151.2
2006-03-24,2288.0,,128.51,41.49,148.01
2006-03-27,2282.23,,129.8,41.28,147.6
2006-03-28,2250.0,,127.06,40.4,146.74
2006-03-29,2230.9,,126.38,39.678,142.3
2006-03-30,2304.11,,131.94,42.1,147.0
2006-03-31,2306.0,,131.0,42.172,147.99
2006-04-03,2334.0,,133.35,42.87,150.3
2006-04-04,2313.0,,133.97,42.76,148.32
2006-04-05,2325.0,,135.03,43.7,149.0
2006-04-06,2329.99,,133.53,44.14,151.59
2006-04-07,2372.5,,133.7,46.35,152.205
2006-04-10,2404.01,,135.7,47.097,153.079
2006-04-11,2427.01,,134.34,46.305,153.999
2006-04-12,2490.0,,138.4,47.1,154.0
2006-04-13,2411.99,,142.47,45.45,152.11
2006-04-14,2446.0,,144.0,46.488,153.62
2006-04-17,2499.0,,146.94,47.725,158.5
2006-04-18,2530.0,,146.5,48.4,162.5
2006-04-19,2558.0,,147.71,49.45,165.2
2006-04-20,2539.0,,147.0,49.201,164.699
2006-04-21,2567.71,,146.45,49.199,164.8
2006-04-24,2552.02,,146.22,49.0,167.0
2006-04-25,2530.0,,140.17,47.4,164.06
2006-04-26,2550.0,,138.5,48.297,163.78
2006-04-27,2440.0,,133.0,46.4,156.6
2006-04-28,2481.0,,138.45,47.368,158.7
2006-05-02,2551.0,,142.88,49.3,163.0
2006-05-03,2543.0,,142.1,48.95,161.5
2006-05-04,2580.07,,142.5,49.95,162.91
2006-05-05,2559.98,,146.31,49.62,161.55
2006-05-06,2578.0,,144.4,50.099,162.8
2006-05-10,2502.25,,147.5,47.2,161.5
2006-05-11,2508.0,,148.55,45.9,160.4
2006-05-12,2410.0,,145.94,44.98,156.2
2006-05-15,2287.1,,138.0,41.87,145.74
2006-05-16,2307.4,,142.0,41.4,138.9
2006-05-17,2193.0,,139.0,39.799,129.97
2006-05-18,2146.01,,136.73,38.198,124.99
2006-05-19,2055.0,,134.41,36.379,122.5
2006-05-22,1900.0,,124.0,32.47,112.0
2006-05-23,2105.08,,127.99,36.95,122.8
2006-05-24,2046.0,,120.3,35.1,116.5
2006-05-25,2127.0,,122.95,36.5,120.96
2006-05-26,2260.1,,129.99,38.998,123.92
2006-05-29,2205.0,,125.9,38.3,120.75
2006-05-30,2166.0,,122.99,38.205,121.7
2006-05-31,2092.01,,121.0,36.351,116.99
2006-06-01,2130.0,,122.22,36.42,119.16
2006-06-02,2220.0,,127.79,39.103,130.2
2006-06-05,2214.0,,127.0,39.49,133.52
2006-06-06,2075.91,,122.01,36.8,123.0
2006-06-07,2022.0,,123.49,35.292,120.1
2006-06-08,1865.88,,118.0,32.32,107.5
2006-06-09,1879.88,,119.95,32.205,111.5
2006-06-13,1710.0,,105.0,29.2,97.84
2006-06-14,1827.5,,110.0,32.5,101.5
2006-06-15,1908.0,,112.89,34.6,104.4
2006-06-16,1850.0,,112.5,33.125,102.65
2006-06-19,1876.0,,112.95,34.05,101.71
2006-06-20,1921.01,,110.4,35.25,103.84
2006-06-21,1933.0,,108.07,34.5,101.98
2006-06-22,1892.53,,105.52,32.803,100.0
2006-06-23,1893.0,,104.0,33.2,100.5
2006-06-26,1917.59,,103.49,33.921,94.99
2006-06-27,2056.0,,105.81,35.593,97.0
2006-06-28,2137.0,,107.9,36.9,96.5
2006-06-29,2196.88,,108.45,38.1,98.4
2006-06-30,2249.0,,111.71,39.9,105.3
2006-07-03,2267.93,,113.3,40.24,117.0
2006-07-04,2286.58,,114.0,40.399,120.0
2006-07-05,2219.0,,109.88,38.6,110.5
2006-07-06,2285.9,,114.0,40.59,117.3
2006-07-07,2267.02,,114.15,40.106,117.0
2006-07-10,2321.98,,114.5,40.87,116.5
2006-07-11,2295.0,,113.5,39.75,118.3
2006-07-12,2330.13,,118.95,40.089,121.5
2006-07-13,2249.47,,116.5,37.699,117.71
2006-07-14,2268.0,,115.0,38.848,117.0
2006-07-17,2201.0,,116.11,37.75,114.26
2006-07-18,2228.99,,115.09,38.809,115.64
2006-07-19,2266.55,203.95,118.5,39.598,119.6
2006-07-20,2265.0,203.26,121.5,39.3,123.19
2006-07-21,2231.2,202.0,118.85,39.148,124.51
2006-07-24,2260.0,201.99,120.0,39.5,126.9
2006-07-25,2240.0,202.69,119.1,39.3,131.65
2006-07-26,2255.0,203.1,116.33,39.41,134.7
2006-07-27,2360.0,203.5,117.9,40.7,138.0
2006-07-28,2339.97,202.8,115.3,39.975,135.17
2006-07-31,2325.0,202.6,116.44,39.25,134.02
2006-08-01,2302.8,202.75,113.49,39.167,133.0
2006-08-02,2373.0,201.99,114.4,40.65,135.12
2006-08-03,2419.99,200.75,114.38,40.839,138.46
2006-08-04,2450.01,200.99,115.3,42.11,146.92
2006-08-07,2417.0,200.3,114.81,41.848,145.6
2006-08-08,2404.24,196.85,113.15,41.9,142.75
2006-08-09,2446.0,198.24,111.81,42.35,146.0
2006-08-10,2414.0,200.0,111.25,41.888,145.03
2006-08-11,2430.0,201.22,111.9,42.765,149.9
2006-08-14,2382.0,198.0,111.0,41.999,151.93
2006-08-15,2349.0,199.51,110.76,41.395,155.85
2006-08-16,2343.0,201.0,112.5,41.139,160.0
2006-08-17,2273.5,199.89,114.0,40.05,158.26
2006-08-18,2214.0,199.4,110.68,38.72,144.48
2006-08-21,2283.0,198.0,113.5,39.31,146.4
2006-08-22,2342.8,199.9,114.22,40.365,147.5
2006-08-23,2316.0,199.75,113.8,40.7,151.0
2006-08-24,2290.01,200.0,113.79,40.039,147.5
2006-08-25,2320.0,202.29,113.99,40.8,148.7
2006-08-28,2304.92,201.3,113.57,40.6,144.38
2006-08-29,2271.08,200.8,112.15,39.771,141.2
2006-08-30,2270.02,199.5,112.18,39.387,140.85
2006-08-31,2256.0,197.7,111.9,39.055,140.6
2006-09-01,2241.0,200.3,112.18,38.965,137.0
2006-09-04,2284.55,199.51,112.46,39.05,137.95
2006-09-05,2299.0,201.9,112.35,39.3,142.83
2006-09-06,2229.98,201.0,110.77,37.61,136.86
2006-09-07,2186.9,200.7,109.03,36.299,128.65
2006-09-08,2207.0,201.35,109.6,36.293,127.9
2006-09-11,2106.99,199.8,105.48,34.45,119.7
2006-09-12,2115.0,200.5,105.8,34.44,122.35
2006-09-13,2128.0,201.0,106.36,34.895,124.3
2006-09-14,2122.0,201.0,106.98,35.12,126.0
2006-09-15,2082.51,204.2,105.3,34.29,123.5
2006-09-18,2129.57,205.0,105.93,34.97,124.14
2006-09-19,2177.0,207.2,106.46,35.48,124.5
2006-09-20,2128.0,215.0,106.48,34.5,121.5
2006-09-21,2063.6,209.96,106.25,34.255,120.0
2006-09-22,1995.0,205.8,103.48,32.995,114.2
2006-09-25,1901.0,202.03,96.4,31.93,106.6
2006-09-26,1960.98,205.12,98.94,33.39,110.5
2006-09-27,1998.0,207.28,103.0,34.615,113.99
2006-09-28,2061.7,214.55,106.15,35.35,116.41
2006-09-29,2028.0,211.99,105.5,35.1,113.5
2006-10-02,2009.0,211.35,107.3,35.347,115.47
2006-10-03,1933.0,208.0,107.48,33.75,111.56
2006-10-04,1914.0,209.39,109.26,33.2,112.8
2006-10-05,2001.89,212.5,111.5,34.88,116.9
2006-10-06,2003.0,212.99,110.57,34.332,116.78
2006-10-09,2090.0,213.2,112.9,35.601,122.98
2006-10-10,2065.0,213.9,112.77,34.95,121.99
2006-10-11,2067.99,212.5,112.78,35.275,125.37
2006-10-12,2026.0,211.92,112.64,34.996,124.55
2006-10-13,2093.8,214.0,113.3,35.802,127.33
2006-10-16,2120.0,213.0,113.2,35.902,127.7
2006-10-17,2134.0,218.56,113.36,36.05,126.02
2006-10-18,2189.0,225.59,113.7,36.56,128.15
2006-10-19,2210.01,226.59,112.71,36.18,127.69
2006-10-20,2179.0,224.89,111.22,35.4,124.65
2006-10-23,2143.2,223.79,111.78,34.7,122.6
2006-10-24,2153.1,222.55,110.86,34.25,122.3
2006-10-25,2214.0,229.39,112.12,34.962,126.1
2006-10-26,2222.0,230.3,112.7,34.84,125.88
2006-10-27,2198.0,234.24,112.36,34.331,124.54
2006-10-30,2127.0,225.75,109.0,33.736,120.99
2006-10-31,2160.57,229.8,110.85,34.2,123.87
2006-11-01,2191.99,231.2,112.35,34.811,125.0
2006-11-02,2140.01,229.0,110.98,34.19,122.35
2006-11-03,2191.9,231.38,112.75,34.538,123.3
2006-11-07,2250.0,231.66,113.0,34.9,124.63
2006-11-08,2248.0,231.97,112.7,34.75,123.34
2006-11-09,2297.0,238.45,113.9,35.751,128.71
2006-11-10,2300.14,249.5,113.0,36.269,129.85
2006-11-13,2291.01,247.81,112.4,36.6,129.97
2006-11-14,2284.0,248.59,111.0,36.02,129.35
2006-11-15,2305.23,247.4,112.76,35.998,129.8
2006-11-16,2316.0,243.49,112.25,36.165,131.95
2006-11-17,2255.0,242.45,110.66,35.3,128.0
2006-11-20,2203.0,240.53,108.28,34.403,125.25
2006-11-21,2259.0,244.53,109.65,34.99,129.72
2006-11-22,2240.0,239.79,108.67,34.75,128.45
2006-11-23,2265.0,241.88,109.0,35.055,128.5
2006-11-24,2268.16,241.7,109.6,35.017,129.8
2006-11-27,2255.0,241.54,109.29,35.096,129.3
2006-11-28,2252.25,240.2,107.01,35.45,129.15
2006-11-29,2340.0,242.9,108.24,36.24,132.21
2006-11-30,2343.0,240.45,108.1,36.189,129.0
2006-12-01,2340.0,237.7,110.0,35.95,127.5
2006-12-04,2349.61,238.75,111.0,36.368,127.19
2006-12-05,2381.02,242.0,111.17,38.55,128.68
2006-12-06,2390.0,247.91,111.95,39.3,129.74
2006-12-07,2369.9,246.99,111.29,39.405,129.2
2006-12-08,2373.91,248.52,111.24,39.24,129.49
2006-12-11,2350.0,246.35,113.35,38.6,126.95
2006-12-12,2334.0,245.4,111.87,38.69,126.1
2006-12-13,2304.99,242.84,111.26,38.547,123.85
2006-12-14,2332.0,245.58,113.62,38.463,124.1
2006-12-15,2345.0,249.01,114.03,38.567,125.55
2006-12-18,2318.0,246.0,112.51,38.505,124.22
2006-12-19,2267.95,240.61,111.2,37.887,121.29
2006-12-20,2275.0,242.4,112.42,38.3,122.2
2006-12-21,2263.0,242.87,113.7,39.4,122.4
2006-12-22,2258.51,243.1,114.7,38.3,123.4
2006-12-25,2259.0,241.04,113.84,37.99,122.65
2006-12-26,2260.0,241.99,113.49,38.407,122.63
2006-12-27,2262.01,243.6,117.37,38.604,121.95
2006-12-28,2281.0,243.95,119.25,39.5,122.04
2006-12-29,2287.0,243.31,119.99,40.15,122.16
2007-01-09,2104.5,227.05,114.68,36.56,111.54
2007-01-10,2073.69,227.0,116.2,36.7,110.51
2007-01-11,2099.9,227.9,116.25,36.85,112.16
2007-01-12,2090.7,226.04,117.01,36.449,111.34
2007-01-15,2155.4,240.49,123.82,37.3,115.97
2007-01-16,2085.0,234.2,123.39,36.37,112.2
2007-01-17,2027.0,232.3,122.5,35.629,110.75
2007-01-18,2049.0,234.52,124.0,34.0,113.72
2007-01-19,2086.0,237.88,123.5,33.0,115.98
2007-01-22,2130.0,238.5,125.2,33.15,118.21
2007-01-23,2110.0,236.51,123.9,33.1,115.4
2007-01-24,2128.51,237.67,122.1,31.85,115.16
2007-01-25,2169.63,239.51,121.75,32.32,116.33
2007-01-26,2130.5,237.91,121.0,33.13,116.57
2007-01-29,2090.0,235.56,118.25,32.6,114.4
2007-01-30,2100.6,236.24,118.0,32.41,114.46
2007-01-31,2111.99,234.7,118.33,31.95,115.39
2007-02-01,2149.09,238.3,118.9,32.96,117.21
2007-02-02,2154.0,239.82,117.58,33.02,116.0
2007-02-05,2209.0,239.26,118.0,33.917,118.6
2007-02-06,2228.88,239.8,118.88,34.0,119.43
2007-02-07,2224.0,238.69,116.49,33.595,118.5
2007-02-08,2132.75,232.81,114.38,32.25,114.92
2007-02-09,2153.0,233.99,115.29,32.93,115.27
2007-02-12,2080.08,226.25,113.55,31.555,111.0
2007-02-13,2125.9,229.22,114.44,32.05,112.5
2007-02-14,2139.0,228.9,114.13,31.85,112.69
2007-02-15,2098.8,226.5,116.4,31.58,111.75
2007-02-16,2106.5,226.35,118.0,32.201,112.2
2007-02-19,2109.9,226.4,116.0,32.65,112.22
2007-02-20,2075.0,226.28,115.5,31.847,110.25
2007-02-21,2093.0,232.0,115.99,32.25,111.55
2007-02-22,2123.9,236.39,118.3,33.2,117.7
2007-02-26,2209.73,234.85,116.98,33.7,122.23
2007-02-27,2118.5,227.5,112.8,32.029,118.6
2007-02-28,2081.96,221.5,110.5,31.3,115.69
2007-03-01,2012.0,211.0,106.96,29.6,110.5
2007-03-02,2045.01,211.55,104.0,30.113,110.11
2007-03-05,1999.99,201.51,101.15,28.148,103.85
2007-03-06,2048.0,204.1,101.77,28.5,105.35
2007-03-07,2052.0,212.5,102.37,28.46,107.18
2007-03-09,2100.0,217.95,102.9,29.032,112.03
2007-03-12,2069.41,213.56,102.47,28.43,111.2
2007-03-13,2077.55,213.99,101.84,28.65,112.18
2007-03-14,2029.77,205.7,100.45,27.95,105.61
2007-03-15,2037.0,207.4,101.01,29.653,112.19
2007-03-16,2050.95,209.69,98.9,29.739,113.78
