date,LKOH,ROSN,SIBN,SNGS,TATN
2014-07-14,2016.5,242.0,143.78,26.38,231.0
2014-07-15,2018.0,241.92,142.75,26.022,222.37
2014-07-16,2050.8,244.18,142.0,25.965,224.0
2014-07-17,2004.8,233.7,139.73,25.59,219.88
2014-07-18,1990.0,231.75,139.7,24.811,216.96
2014-07-21,1940.0,225.91,138.21,24.555,215.28
2014-07-22,1970.0,226.76,137.0,24.851,220.2
2014-07-23,1980.5,221.8,136.46,24.92,220.72
2014-07-24,2005.0,222.45,136.83,24.882,224.9
2014-07-25,1976.7,220.84,135.0,24.86,224.48
2014-07-28,1957.0,218.21,133.32,24.586,217.2
2014-07-29,1975.0,220.3,132.74,24.821,218.48
2014-07-30,2005.3,224.0,133.55,24.792,216.25
2014-07-31,2000.9,223.0,133.09,24.86,212.9
2014-08-01,1995.3,221.79,133.11,25.511,211.9
2014-08-04,1984.9,219.9,132.54,26.435,215.0
2014-08-05,1957.0,220.0,132.0,25.365,209.75
2014-08-06,1929.8,219.55,129.23,25.108,209.5
2014-08-07,1932.7,221.0,129.2,25.072,208.2
2014-08-08,1928.3,219.54,129.99,25.269,208.33
2014-08-11,1951.0,222.5,134.83,25.57,214.3
2014-08-12,1959.0,222.39,138.15,25.466,216.0
2014-08-13,1978.2,226.85,140.15,25.952,220.7
2014-08-14,1999.9,226.9,140.09,26.394,221.8
2014-08-15,2020.1,225.38,140.9,26.07,222.64
2014-08-18,2040.0,225.35,140.32,26.02,223.4
2014-08-19,2062.4,227.26,142.47,26.54,223.8
2014-08-20,2080.0,231.6,147.46,26.8,228.15
2014-08-21,2089.5,231.97,146.41,27.149,234.31
2014-08-22,2084.6,230.0,146.68,26.647,229.75
2014-08-25,2085.3,231.36,146.6,26.66,232.23
2014-08-26,2069.5,229.74,146.16,26.591,232.8
2014-08-27,2096.5,231.69,147.18,26.64,233.8
2014-08-28,2083.0,228.99,143.18,26.2,232.75
2014-08-29,2055.0,226.0,141.45,25.525,228.0
2014-09-01,2034.9,229.0,141.87,25.601,227.3
2014-09-02,2042.1,230.5,140.76,25.995,229.5
2014-09-03,2115.0,236.13,145.85,26.323,235.45
2014-09-04,2131.5,236.54,146.97,26.775,240.98
2014-09-05,2163.0,238.0,147.0,26.766,242.7
2014-09-08,2153.3,234.02,143.52,26.526,246.19
2014-09-09,2163.6,234.55,144.17,26.811,244.26
2014-09-10,2163.0,234.9,146.1,27.06,240.55
2014-09-11,2149.2,230.01,144.58,26.94,234.55
2014-09-12,2163.1,233.2,147.18,26.95,234.9
2014-09-15,2174.9,232.19,145.63,27.044,239.67
2014-09-16,2185.0,240.5,146.39,27.38,239.0
2014-09-17,2141.5,237.34,143.69,27.35,239.87
2014-09-18,2130.0,238.76,143.18,27.31,237.21
2014-09-19,2071.0,233.5,140.73,27.136,230.89
2014-09-22,2050.0,230.0,141.08,26.8,227.65
2014-09-23,2049.6,232.79,141.0,27.263,235.6
2014-09-24,2059.1,232.36,141.96,27.459,237.5
2014-09-25,2043.5,231.2,141.05,26.93,235.75
2014-09-26,2064.9,232.39,141.4,26.977,235.97
2014-09-29,2007.9,229.0,142.04,26.384,231.75
2014-09-30,2015.0,232.0,144.2,26.04,232.0
2014-10-01,1993.5,230.0,144.1,26.055,230.0
2014-10-02,1964.0,226.37,144.2,25.48,225.95
2014-10-03,1990.0,227.73,145.3,26.01,226.0
2014-10-06,2042.0,232.07,147.6,26.55,235.75
2014-10-07,2007.6,231.3,147.9,26.55,235.75
2014-10-08,1976.0,227.5,148.0,26.01,230.95
2014-10-09,1980.0,228.47,146.1,26.1,228.05
2014-10-10,1925.1,222.3,145.1,25.75,226.0
2014-10-13,1978.0,225.53,148.7,26.475,230.0
2014-10-14,2005.4,230.3,149.2,26.64,229.45
2014-10-15,1980.0,226.61,148.8,26.4,224.9
2014-10-16,1955.0,224.15,143.1,26.2,219.7
2014-10-17,1986.6,228.69,146.0,26.965,224.45
2014-10-20,1978.0,227.2,146.1,26.55,222.5
2014-10-21,1990.0,228.24,144.5,26.47,221.5
2014-10-22,1964.9,225.4,143.9,26.0,219.4
2014-10-23,1932.3,224.2,146.2,25.995,220.75
2014-10-24,1948.5,225.88,146.0,26.215,221.0
2014-10-27,1991.9,227.9,147.7,26.69,224.15
2014-10-28,2014.0,229.6,150.3,26.845,228.0
2014-10-29,2042.5,233.45,150.8,27.4,242.3
2014-10-30,2055.0,235.96,151.8,27.48,244.55
2014-10-31,2120.0,239.9,151.7,28.795,259.8
2014-11-03,2117.0,240.3,154.4,28.23,257.25
2014-11-05,2127.7,239.88,153.0,28.475,249.0
2014-11-06,2132.7,239.21,152.0,28.195,253.15
2014-11-07,2126.5,239.02,152.2,27.765,255.5
2014-11-10,2139.9,239.86,154.0,28.64,257.5
2014-11-11,2125.1,239.34,153.5,28.815,260.05
2014-11-12,2126.0,237.23,154.7,28.815,253.95
2014-11-13,2083.6,231.5,152.8,28.305,247.4
2014-11-14,2084.0,233.79,152.5,28.95,249.4
2014-11-17,2085.0,233.97,152.8,29.005,254.2
2014-11-18,2132.3,235.7,153.5,29.165,250.35
2014-11-19,2180.0,235.0,156.0,29.885,252.0
2014-11-20,2230.0,235.8,155.0,30.06,260.5
2014-11-21,2280.4,240.4,157.0,29.7,252.2
2014-11-24,2261.3,237.62,156.7,29.545,249.5
2014-11-25,2259.1,237.01,155.8,29.44,245.75
2014-11-26,2280.0,238.0,156.9,29.435,248.5
2014-11-27,2295.0,233.66,156.4,28.755,253.95
2014-11-28,2291.7,233.74,157.9,29.2,248.65
2014-12-01,2418.1,233.5,157.3,30.285,260.0
2014-12-02,2449.9,232.75,157.5,30.79,257.85
2014-12-03,2573.0,230.45,159.5,31.27,258.5
2014-12-04,2490.1,228.3,159.1,30.8,254.3
2014-12-05,2391.1,221.95,154.0,29.85,242.4
2014-12-08,2355.0,212.2,152.9,28.895,238.7
2014-12-09,2318.0,213.35,156.6,28.62,243.75
2014-12-10,2296.0,213.5,154.2,28.31,242.0
2014-12-11,2223.4,208.0,152.1,27.22,235.6
2014-12-12,2292.3,210.75,147.1,26.45,231.5
2014-12-15,2264.0,201.5,142.4,25.1,221.85
2014-12-16,2359.0,200.65,144.0,24.62,225.4
2014-12-17,2263.0,194.65,141.8,23.54,210.65
2014-12-18,2370.0,196.9,143.1,24.66,224.5
2014-12-19,2300.0,194.15,144.5,24.42,214.1
2014-12-22,2363.5,198.9,144.0,24.785,219.5
2014-12-23,2260.0,196.65,145.9,24.62,214.1
2014-12-24,2236.0,193.2,140.4,24.5,219.65
2014-12-25,2205.7,195.0,141.2,24.025,225.35
2014-12-26,2264.0,196.75,141.5,24.3,238.2
2014-12-29,2298.9,201.8,144.7,24.52,246.45
2014-12-30,2225.0,195.8,143.0,23.52,228.5
2015-01-05,2295.0,196.75,142.0,24.24,238.0
2015-01-06,2345.0,200.3,144.6,25.015,228.75
2015-01-08,2572.0,214.95,148.1,26.265,245.0
2015-01-09,2461.0,206.6,146.6,25.65,234.05
2015-01-12,2477.0,204.0,143.1,25.45,228.25
2015-01-13,2522.0,204.9,143.8,25.6,234.7
2015-01-14,2588.0,209.5,142.9,25.835,244.55
2015-01-15,2618.9,219.9,142.6,25.99,251.3
2015-01-16,2736.0,226.0,144.0,26.15,260.0
2015-01-19,2640.0,225.3,146.7,26.3,261.0
2015-01-20,2628.7,227.0,150.1,26.6,257.0
2015-01-21,2752.0,234.6,154.3,28.38,275.0
2015-01-22,2820.0,241.8,155.5,29.95,287.3
2015-01-23,2849.0,243.9,153.8,29.475,297.95
2015-01-26,2864.9,237.25,151.3,28.555,285.65
2015-01-27,2925.1,239.0,152.5,30.34,297.9
2015-01-28,2865.2,231.5,151.7,29.1,289.0
2015-01-29,2845.2,226.55,152.9,29.13,280.1
2015-01-30,2789.9,229.35,156.9,31.1,270.15
2015-02-02,2750.1,230.55,155.9,31.7,285.0
2015-02-03,2851.5,238.35,156.9,32.99,294.0
2015-02-04,2910.0,239.0,159.2,32.2,301.0
2015-02-05,2996.0,251.0,158.5,34.095,319.35
2015-02-06,3120.1,261.0,160.3,35.5,335.5
2015-02-09,3016.0,257.0,166.0,35.85,324.0
2015-02-10,3000.0,257.05,171.0,36.6,320.55
2015-02-11,3069.1,265.35,176.0,36.8,320.5
2015-02-12,3120.0,274.05,189.0,36.5,340.0
2015-02-13,3135.0,290.2,190.5,36.6,353.0
2015-02-16,3020.0,279.7,181.5,35.535,335.0
2015-02-17,3010.0,275.95,181.1,35.185,338.6
2015-02-18,3000.0,281.45,180.8,35.1,335.15
2015-02-19,2994.8,275.75,175.5,34.85,343.3
2015-02-20,2990.0,274.0,172.4,34.335,345.8
2015-02-24,3001.0,268.65,166.6,34.2,340.0
2015-02-25,2933.4,263.45,166.5,33.58,326.6
2015-02-26,2935.0,263.85,168.4,34.715,327.55
2015-02-27,2981.2,265.85,172.6,34.2,316.0
2015-03-02,3027.2,269.7,171.9,36.5,330.95
2015-03-03,3009.5,277.0,175.1,36.82,333.55
2015-03-04,2955.0,264.95,172.0,35.9,319.0
2015-03-05,2915.0,269.6,172.6,35.9,313.4
2015-03-06,2800.0,263.5,171.2,35.085,298.2
2015-03-10,2699.0,253.0,163.8,33.75,283.65
2015-03-11,2726.9,251.45,161.9,34.1,285.9
2015-03-12,2733.9,247.7,159.6,34.4,284.85
2015-03-13,2659.0,241.3,156.7,33.985,277.95
2015-03-16,2666.0,236.7,157.0,33.03,272.0
2015-03-17,2689.0,237.0,156.1,33.45,271.45
2015-03-18,2735.0,243.4,157.6,34.105,281.45
2015-03-19,2689.8,237.05,159.4,34.5,288.45
2015-03-20,2710.0,239.3,159.7,35.225,294.25
2015-03-23,2679.9,239.95,157.8,34.595,282.5
2015-03-24,2709.7,244.0,155.9,35.845,281.0
2015-03-25,2697.3,242.7,155.6,36.355,277.5
2015-03-26,2623.0,237.1,154.9,34.73,269.5
2015-03-27,2577.0,237.25,155.7,35.1,267.0
2015-03-30,2657.0,247.5,157.7,35.69,278.9
2015-03-31,2705.0,252.15,159.5,35.1,287.0
2015-04-01,2755.0,261.35,158.8,35.99,300.1
2015-04-02,2780.5,262.55,157.6,37.0,301.5
2015-04-03,2824.8,263.7,159.1,36.69,299.0
2015-04-06,2823.3,266.15,160.0,37.33,307.45
2015-04-07,2790.0,264.1,157.8,37.39,305.5
2015-04-08,2755.0,263.7,154.5,36.7,303.0
2015-04-09,2707.8,258.55,153.1,36.835,297.95
2015-04-10,2634.9,256.95,151.5,35.99,297.2
2015-04-13,2617.0,255.5,152.3,36.8,303.0
2015-04-14,2559.0,249.5,149.2,36.95,301.0
2015-04-15,2595.0,254.4,149.7,37.25,303.05
2015-04-16,2580.0,259.25,147.4,39.0,313.0
2015-04-17,2576.0,256.0,147.9,37.5,292.2
2015-04-20,2670.0,260.5,146.8,37.395,301.2
2015-04-21,2728.2,259.7,148.1,37.205,304.5
2015-04-22,2639.5,252.4,146.8,36.46,295.85
2015-04-23,2592.0,249.1,144.2,35.6,304.45
2015-04-24,2645.0,258.2,145.2,36.8,297.0
2015-04-27,2662.0,256.0,145.6,36.21,306.8
2015-04-28,2644.9,256.55,144.5,36.4,309.9
2015-04-29,2610.0,255.0,142.9,36.505,296.75
2015-04-30,2645.6,256.5,145.7,38.4,292.35
2015-05-05,2655.0,261.5,145.3,38.39,303.75
2015-05-06,2660.0,259.9,143.5,37.35,309.9
2015-05-07,2650.5,255.25,142.8,36.5,301.3
2015-05-08,2691.6,259.45,143.3,36.45,303.25
2015-05-12,2698.6,258.35,144.2,35.44,308.85
2015-05-13,2620.0,252.45,139.8,35.125,303.2
2015-05-14,2610.1,255.7,140.6,35.0,298.55
2015-05-15,2595.0,257.45,141.0,35.94,296.7
2015-05-18,2550.0,256.1,141.3,35.35,293.75
2015-05-19,2530.0,252.25,139.7,34.395,294.95
2015-05-20,2481.1,245.9,140.3,33.35,294.15
2015-05-21,2523.0,245.65,140.0,35.0,297.85
2015-05-22,2537.0,249.9,140.1,34.6,302.6
2015-05-25,2502.2,244.6,139.6,33.85,297.3
2015-05-26,2508.0,245.15,141.0,33.5,292.0
2015-05-27,2541.8,247.5,140.0,32.8,297.0
2015-05-28,2563.8,245.8,139.7,32.61,300.8
2015-05-29,2461.3,234.0,137.8,31.0,280.2
2015-06-01,2447.5,236.0,138.0,31.885,290.4
2015-06-02,2515.0,237.5,135.5,31.9,294.25
2015-06-03,2480.3,233.1,134.9,31.505,293.25
2015-06-04,2525.0,236.25,134.5,31.965,297.0
2015-06-05,2570.0,236.75,136.5,31.9,300.9
2015-06-08,2551.9,239.6,138.0,31.31,292.0
2015-06-09,2606.0,245.0,140.7,31.6,294.95
2015-06-10,2551.3,246.0,138.0,31.6,294.6
2015-06-11,2506.9,245.2,139.0,31.7,296.9
2015-06-15,2481.7,243.4,140.0,32.48,298.25
2015-06-16,2500.3,245.7,139.5,33.505,298.3
2015-06-17,2475.0,245.9,140.7,33.33,296.25
2015-06-18,2476.0,245.0,140.5,33.3,295.3
2015-06-19,2474.4,250.0,137.7,33.885,290.4
2015-06-22,2487.0,251.6,136.3,34.72,295.2
2015-06-23,2469.0,250.0,136.2,33.9,293.0
2015-06-24,2445.0,246.05,135.3,34.225,295.25
2015-06-25,2406.0,238.55,135.5,33.44,291.35
2015-06-26,2401.7,229.9,136.6,33.5,296.55
2015-06-29,2408.0,229.65,134.0,33.315,294.95
2015-06-30,2469.9,232.0,136.0,33.1,296.5
2015-07-01,2429.2,232.0,136.4,32.65,294.8
2015-07-02,2455.0,231.2,136.6,32.77,297.85
2015-07-03,2425.3,228.4,135.2,32.67,297.65
2015-07-06,2460.0,222.8,135.2,32.75,298.5
2015-07-07,2465.0,220.5,135.0,32.035,296.95
2015-07-08,2470.0,219.0,134.6,30.79,281.7
2015-07-09,2484.6,223.6,136.6,31.225,290.9
2015-07-10,2465.0,227.0,136.1,30.88,289.5
2015-07-13,2435.6,231.5,138.0,32.3,295.05
2015-07-14,2421.9,228.8,138.1,31.305,294.65
2015-07-15,2460.0,230.5,139.4,31.94,299.0
2015-07-16,2461.6,233.9,141.7,33.28,297.15
2015-07-17,2465.4,232.0,139.8,32.66,295.0
2015-07-20,2428.2,227.2,137.9,32.04,290.9
2015-07-21,2442.0,227.05,138.0,32.65,296.35
2015-07-22,2465.0,226.95,136.2,31.925,294.15
2015-07-23,2462.5,223.2,135.2,31.725,287.3
2015-07-24,2468.9,220.6,134.6,31.05,278.05
2015-07-27,2398.9,220.5,134.3,31.5,278.8
2015-07-28,2433.4,222.9,134.6,32.1,288.5
2015-07-29,2430.9,229.0,135.7,32.55,284.2
2015-07-30,2441.0,230.1,136.6,32.935,284.4
2015-07-31,2537.6,236.7,137.4,33.995,301.85
2015-08-03,2509.1,233.05,136.9,34.22,303.9
2015-08-04,2507.4,233.05,137.4,34.035,306.6
2015-08-05,2529.0,236.15,138.1,34.135,315.0
2015-08-06,2491.6,233.65,137.6,34.05,303.6
2015-08-07,2520.0,235.55,138.0,33.905,304.3
2015-08-10,2531.0,236.85,139.3,34.5,308.95
2015-08-11,2519.7,235.5,140.3,34.585,307.5
2015-08-12,2539.5,240.0,145.1,34.56,308.1
2015-08-13,2548.2,243.9,145.0,34.98,314.0
2015-08-14,2561.1,246.6,146.2,35.3,314.4
2015-08-17,2554.9,245.15,146.0,35.5,316.5
2015-08-18,2491.0,243.25,143.5,34.92,315.55
2015-08-19,2468.5,241.05,142.8,33.98,306.6
2015-08-20,2487.1,240.7,145.8,34.295,309.0
2015-08-21,2412.0,235.25,144.8,33.06,293.6
2015-08-24,2347.0,227.25,142.0,31.745,291.25
2015-08-25,2381.0,235.4,143.0,33.16,288.45
2015-08-26,2355.0,240.0,143.1,33.1,292.05
2015-08-27,2424.0,245.5,145.5,34.15,306.0
2015-08-28,2520.0,246.35,147.6,34.825,313.0
2015-08-31,2531.0,245.1,146.9,34.295,323.0
2015-09-01,2455.0,242.7,146.5,33.75,310.0
2015-09-02,2440.0,249.0,147.4,33.6,305.05
2015-09-03,2503.0,249.15,148.1,34.03,309.0
2015-09-04,2458.0,244.35,147.9,34.1,304.9
2015-09-07,2446.7,246.4,147.7,34.08,304.95
2015-09-08,2462.1,248.05,148.6,34.45,307.1
2015-09-09,2501.2,249.5,150.0,34.675,308.5
2015-09-10,2489.0,247.2,150.4,35.1,311.0
2015-09-11,2487.6,245.9,149.8,35.24,308.2
2015-09-14,2524.5,246.0,150.0,35.47,315.4
2015-09-15,2478.1,246.0,149.5,34.93,315.0
2015-09-16,2475.0,251.5,152.5,35.6,323.6
2015-09-17,2439.0,252.85,148.9,34.95,327.3
2015-09-18,2403.8,256.0,148.6,34.2,322.0
2015-09-21,2331.1,249.1,147.6,34.145,315.0
2015-09-22,2225.9,244.8,145.8,33.87,305.6
2015-09-23,2203.0,237.0,144.7,33.15,301.0
2015-09-24,2185.0,237.25,146.7,32.695,298.35
2015-09-25,2240.0,238.4,145.5,33.675,307.0
2015-09-28,2241.9,236.65,145.0,32.975,300.05
2015-09-29,2261.0,239.7,145.2,33.3,299.9
2015-09-30,2242.9,242.95,145.9,33.5,308.55
2015-10-01,2184.0,237.9,145.0,33.5,306.65
2015-10-02,2140.0,234.6,146.5,33.3,300.85
2015-10-05,2196.0,244.0,148.6,35.0,316.9
2015-10-06,2238.0,248.5,149.3,35.4,323.75
2015-10-07,2279.0,251.15,149.5,35.055,328.9
2015-10-08,2294.0,253.0,150.0,35.295,323.2
2015-10-09,2400.1,267.0,151.4,36.105,333.0
2015-10-12,2340.2,263.0,150.4,35.195,325.0
2015-10-13,2350.0,262.5,151.6,35.875,332.65
2015-10-14,2341.0,260.85,151.9,35.27,328.5
2015-10-15,2320.0,258.4,148.2,35.5,329.1
2015-10-16,2303.8,253.4,147.4,35.48,328.0
2015-10-19,2315.0,251.5,146.2,36.05,331.25
2015-10-20,2332.9,250.75,147.0,36.29,332.6
2015-10-21,2310.9,251.8,145.2,35.85,327.0
2015-10-22,2334.5,253.4,145.8,35.88,328.35
2015-10-23,2336.7,253.5,146.5,36.03,333.8
2015-10-26,2298.0,250.5,146.7,35.14,333.5
2015-10-27,2350.6,251.5,147.0,35.5,345.0
2015-10-28,2357.0,253.8,145.5,35.76,342.4
2015-10-29,2341.5,255.45,145.4,35.15,334.95
2015-10-30,2320.0,258.1,145.7,35.785,328.8
2015-11-02,2412.0,262.2,145.75,35.65,336.2
2015-11-03,2483.9,270.65,146.4,35.95,344.2
2015-11-05,2489.6,270.0,147.0,35.9,346.0
2015-11-06,2511.8,264.75,147.1,35.575,348.0
2015-11-09,2530.0,262.4,145.55,35.32,346.4
2015-11-10,2520.0,257.55,145.2,35.26,346.95
2015-11-11,2548.0,266.0,144.9,34.795,345.0
2015-11-12,2555.0,263.05,144.95,35.15,340.1
2015-11-13,2485.0,260.7,143.3,34.915,335.5
2015-11-16,2476.0,263.5,144.75,34.595,336.25
2015-11-17,2524.5,271.5,146.0,34.9,340.2
2015-11-18,2526.0,278.2,148.45,35.62,342.4
2015-11-19,2534.0,271.5,146.35,35.31,349.1
2015-11-20,2540.0,272.9,146.5,34.905,349.85
2015-11-23,2652.8,274.8,147.95,36.34,354.45
2015-11-24,2576.9,265.75,146.35,35.25,345.0
2015-11-25,2606.9,271.55,147.5,35.805,345.9
2015-11-26,2598.6,270.85,147.55,35.7,344.3
2015-11-27,2539.4,268.2,146.8,34.75,336.9
2015-11-30,2534.1,265.0,147.05,33.5,314.05
2015-12-01,2559.0,264.7,147.35,34.0,323.0
2015-12-02,2535.4,258.5,147.9,34.21,321.5
2015-12-03,2559.0,257.6,148.85,34.9,316.9
2015-12-04,2489.9,251.45,149.7,34.155,312.0
2015-12-07,2410.0,244.0,148.25,34.255,308.8
2015-12-08,2377.9,244.65,147.6,33.92,304.9
2015-12-09,2385.1,247.7,148.5,34.3,311.6
2015-12-10,2445.0,249.0,148.25,34.295,314.2
2015-12-11,2450.0,244.85,148.3,34.03,310.0
2015-12-14,2432.8,244.9,148.5,33.795,303.8
2015-12-15,2446.8,249.7,149.2,34.27,316.6
2015-12-16,2415.0,250.1,150.0,34.695,313.4
2015-12-17,2427.0,258.7,151.35,35.4,318.0
2015-12-18,2327.1,250.75,151.85,34.25,303.0
2015-12-21,2338.7,245.6,149.9,33.86,306.0
2015-12-22,2327.0,248.2,151.0,34.175,306.9
2015-12-23,2317.0,253.65,151.7,34.0,308.7
2015-12-24,2325.3,251.6,154.0,33.945,313.55
2015-12-25,2310.2,245.8,151.25,33.915,311.9
2015-12-28,2309.9,246.0,150.3,33.675,312.35
2015-12-29,2353.6,255.0,153.2,34.55,322.65
2015-12-30,2345.9,253.25,153.95,33.975,317.6
2016-01-04,2310.2,251.0,153.0,34.05,307.05
2016-01-05,2380.0,253.2,154.4,34.185,314.0
2016-01-06,2378.0,252.4,154.55,34.005,316.0
2016-01-11,2257.9,241.05,152.3,33.2,303.1
2016-01-12,2223.5,239.9,149.95,34.1,305.7
2016-01-13,2225.0,239.6,148.75,33.97,301.35
2016-01-14,2188.9,237.65,147.75,34.0,300.65
2016-01-15,2098.0,232.1,144.9,32.465,284.05
2016-01-18,2112.1,232.0,143.3,33.68,284.65
2016-01-19,2150.0,236.05,142.9,33.78,296.7
2016-01-20,2145.3,231.9,143.0,33.22,290.0
2016-01-21,2212.8,237.5,141.55,34.485,294.6
2016-01-22,2340.9,250.4,144.25,35.2,319.9
2016-01-25,2349.0,255.0,143.75,35.385,319.85
2016-01-26,2320.0,255.9,144.5,35.215,308.05
2016-01-27,2400.5,264.4,144.9,36.2,314.0
2016-01-28,2495.0,267.35,145.05,37.2,326.5
2016-01-29,2569.0,272.45,145.75,36.565,339.55
2016-02-01,2547.0,269.8,145.1,36.71,332.0
2016-02-02,2491.0,271.8,145.15,37.35,324.95
2016-02-03,2475.5,273.1,144.85,36.495,317.45
2016-02-04,2553.5,283.0,146.75,38.12,340.55
2016-02-05,2594.0,281.55,147.9,37.7,335.3
2016-02-08,2482.5,276.05,147.0,36.73,326.4
2016-02-09,2387.5,268.6,145.6,36.585,325.5
2016-02-10,2382.5,265.5,145.25,36.76,322.05
2016-02-11,2392.0,264.85,143.9,36.595,313.0
2016-02-12,2396.0,270.7,144.3,37.19,326.3
2016-02-15,2429.0,271.0,145.5,37.975,327.35
2016-02-16,2450.0,277.4,144.8,37.63,327.7
2016-02-17,2467.0,279.9,145.9,37.94,327.9
2016-02-18,2565.0,283.35,146.9,38.65,327.1
2016-02-19,2540.0,278.4,145.25,38.575,318.3
2016-02-20,2529.0,276.95,145.6,38.23,317.1
2016-02-22,2610.0,285.0,145.45,39.35,322.3
2016-02-24,2550.0,281.7,144.2,38.9,312.9
2016-02-25,2551.5,279.5,144.55,38.49,318.0
2016-02-26,2587.0,283.3,146.2,39.29,319.35
2016-02-29,2686.0,287.6,148.45,39.3,323.3
2016-03-01,2699.0,289.9,147.7,39.45,329.8
2016-03-02,2640.0,287.0,146.25,39.205,333.6
2016-03-03,2700.0,294.25,147.75,39.92,341.0
2016-03-04,2775.0,302.25,146.65,40.075,348.4
2016-03-07,2840.0,301.0,148.55,40.645,355.1
2016-03-09,2744.0,296.0,147.5,40.425,347.7
2016-03-10,2692.0,301.55,146.0,40.64,349.6
2016-03-11,2669.0,301.6,145.05,40.3,351.0
2016-03-14,2658.5,301.05,145.55,40.245,341.45
2016-03-15,2647.5,300.6,145.45,39.36,347.3
2016-03-16,2703.0,301.25,146.0,39.685,349.0
2016-03-17,2750.0,309.4,145.5,39.795,352.2
2016-03-18,2810.0,315.55,145.5,38.815,364.0
2016-03-21,2784.5,313.0,145.8,38.9,360.6
2016-03-22,2740.0,318.05,147.5,39.8,359.5
2016-03-23,2687.5,309.2,148.6,39.23,357.95
2016-03-24,2615.0,304.8,148.65,38.85,348.5
2016-03-25,2607.5,304.5,147.85,38.755,348.75
2016-03-28,2570.0,302.5,147.8,38.45,345.0
2016-03-29,2614.5,296.4,148.0,38.465,348.8
2016-03-30,2610.0,307.8,150.5,39.3,357.9
2016-03-31,2622.0,305.2,149.75,39.71,361.0
2016-04-01,2625.0,301.8,149.25,39.645,356.0
2016-04-04,2692.0,309.5,149.6,39.525,359.0
2016-04-05,2698.5,306.2,150.45,38.925,351.0
2016-04-06,2715.0,309.05,149.85,38.65,350.95
2016-04-07,2722.0,306.8,149.0,37.845,361.8
2016-04-08,2777.5,316.5,149.15,37.6,359.15
2016-04-11,2798.0,325.0,150.1,37.8,359.85
2016-04-12,2775.0,320.0,151.5,37.18,355.6
2016-04-13,2824.0,322.3,152.0,37.74,356.8
2016-04-14,2814.5,313.6,152.15,37.11,350.3
2016-04-15,2822.5,309.75,150.3,36.86,348.4
2016-04-18,2777.0,303.9,148.85,36.095,344.5
2016-04-19,2815.5,311.75,152.9,35.81,344.0
2016-04-20,2870.0,322.05,154.85,35.56,342.0
2016-04-21,2890.0,323.0,153.05,35.93,333.0
2016-04-22,2890.0,322.1,153.3,36.395,342.95
2016-04-25,2853.0,326.9,153.95,36.2,352.8
2016-04-26,2796.0,331.85,154.15,35.9,353.0
2016-04-27,2733.0,334.95,152.9,35.81,353.35
2016-04-28,2800.0,341.75,153.2,35.82,356.9
2016-04-29,2752.0,351.0,152.4,34.1,340.95
2016-05-04,2698.5,346.0,152.9,33.73,330.4
2016-05-05,2630.0,336.5,153.1,33.46,323.65
2016-05-06,2629.0,329.0,153.95,32.875,320.0
2016-05-10,2585.5,323.5,154.4,33.0,321.2
2016-05-11,2642.5,324.6,155.6,33.98,322.85
2016-05-12,2673.5,319.0,153.8,33.57,320.15
2016-05-13,2699.5,322.65,153.85,33.43,325.95
2016-05-16,2662.0,322.6,154.6,33.42,321.2
2016-05-17,2671.5,322.1,156.8,33.52,322.8
2016-05-18,2707.0,329.5,155.5,34.155,325.5
2016-05-19,2695.5,330.0,155.9,33.82,317.0
2016-05-20,2712.0,324.65,156.4,33.65,313.5
2016-05-23,2647.0,313.1,155.0,33.255,305.7
2016-05-24,2656.5,317.0,155.0,33.36,304.45
2016-05-25,2650.5,318.0,155.65,33.555,305.9
2016-05-26,2678.0,320.15,156.6,33.53,309.9
2016-05-27,2682.0,320.6,156.15,33.8,310.0
2016-05-30,2695.5,322.0,156.05,33.8,313.55
2016-05-31,2570.0,316.0,157.1,33.805,301.8
2016-06-01,2580.0,313.0,156.4,33.35,309.55
2016-06-02,2597.0,311.35,157.2,32.91,311.95
2016-06-03,2587.0,314.75,159.0,33.02,314.0
2016-06-06,2613.0,323.85,158.85,33.69,320.85
2016-06-07,2681.5,328.85,162.0,34.095,335.0
2016-06-08,2680.5,342.5,161.25,34.14,331.5
2016-06-09,2635.0,343.5,158.75,33.25,319.4
2016-06-10,2636.0,337.85,157.6,32.82,316.5
2016-06-14,2670.0,324.8,154.85,33.935,322.0
2016-06-15,2637.5,322.85,156.15,33.86,323.45
2016-06-16,2624.0,316.3,155.35,33.95,321.3
2016-06-17,2647.0,320.65,152.2,33.6,325.05
2016-06-20,2643.5,336.0,157.95,33.815,329.25
2016-06-21,2658.0,340.95,158.65,33.74,322.85
2016-06-22,2660.0,337.75,159.1,33.2,327.25
2016-06-23,2730.0,348.0,161.8,33.435,330.0
2016-06-24,2725.0,333.65,159.95,33.695,325.65
2016-06-27,2631.0,328.05,158.25,32.9,316.0
2016-06-28,2628.0,327.0,157.0,32.895,322.35
2016-06-29,2668.0,331.5,160.6,33.24,328.65
2016-06-30,2684.0,330.0,161.35,33.205,331.5
2016-07-01,2707.0,332.45,163.2,32.96,331.5
2016-07-04,2745.0,331.2,162.15,33.045,327.3
2016-07-05,2769.5,329.4,163.95,32.9,322.0
2016-07-06,2732.0,320.5,162.3,32.14,321.15
2016-07-07,2748.0,320.9,163.1,31.95,314.35
2016-07-08,2788.0,325.0,162.65,32.0,311.8
