date,TATN
2010-02-25,136.9
2010-02-26,139.05
2010-02-27,140.98
2010-03-01,142.08
2010-03-02,141.78
2010-03-03,141.64
2010-03-04,143.75
2010-03-05,147.51
2010-03-09,147.0
2010-03-10,146.69
2010-03-11,143.95
2010-03-12,146.51
2010-03-15,144.25
2010-03-16,145.69
2010-03-17,147.2
2010-03-18,145.14
2010-03-19,143.21
2010-03-22,143.21
2010-03-23,142.08
2010-03-24,141.11
2010-03-25,143.75
2010-03-26,143.98
2010-03-29,145.74
2010-03-30,145.82
2010-03-31,145.91
2010-04-01,147.6
2010-04-02,145.82
2010-04-05,146.5
2010-04-06,147.99
2010-04-07,146.86
2010-04-08,146.2
2010-04-09,146.19
2010-04-12,145.8
2010-04-13,144.63
2010-04-14,147.0
2010-04-15,147.15
2010-04-16,145.56
2010-04-19,142.72
2010-04-20,144.45
2010-04-21,146.79
2010-04-22,145.68
2010-04-23,146.24
2010-04-26,146.52
2010-04-27,146.34
2010-04-28,144.39
2010-04-29,143.9
2010-04-30,145.0
2010-05-04,142.84
2010-05-05,138.8
2010-05-06,143.05
2010-05-07,137.53
2010-05-11,130.93
2010-05-12,134.5
2010-05-13,132.55
2010-05-14,129.0
2010-05-17,131.5
2010-05-18,132.1
2010-05-19,130.09
2010-05-20,122.0
2010-05-21,124.56
2010-05-24,126.44
2010-05-25,121.15
2010-05-26,124.0
2010-05-27,131.15
2010-05-28,133.5
2010-05-31,140.2
2010-06-01,136.44
2010-06-02,135.7
2010-06-03,136.36
2010-06-04,134.1
2010-06-07,132.37
2010-06-08,129.0
2010-06-09,134.46
2010-06-10,140.2
2010-06-11,139.99
2010-06-15,143.0
2010-06-16,141.01
2010-06-17,143.8
2010-06-18,145.0
2010-06-21,146.41
2010-06-22,145.2
2010-06-23,144.67
2010-06-24,143.5
2010-06-25,142.4
2010-06-28,143.7
2010-06-29,139.4
2010-06-30,140.0
2010-07-01,136.19
2010-07-02,141.37
2010-07-05,141.3
2010-07-06,144.57
2010-07-07,145.1
2010-07-08,144.7
2010-07-09,143.93
2010-07-12,144.45
2010-07-13,144.81
2010-07-14,145.6
2010-07-15,144.3
2010-07-16,145.0
2010-07-19,145.5
2010-07-20,144.54
2010-07-21,145.58
2010-07-22,147.08
2010-07-23,146.0
2010-07-26,145.95
2010-07-27,146.7
2010-07-28,144.54
2010-07-29,147.01
2010-07-30,146.94
2010-08-02,147.0
2010-08-03,146.85
2010-08-04,147.06
2010-08-05,146.94
2010-08-06,145.01
2010-08-09,146.28
2010-08-10,144.66
2010-08-11,143.68
2010-08-12,143.4
2010-08-13,143.45
2010-08-16,144.32
2010-08-17,145.8
2010-08-18,146.15
2010-08-19,144.49
2010-08-20,143.53
2010-08-23,142.54
2010-08-24,137.47
2010-08-25,137.8
2010-08-26,138.36
2010-08-27,140.19
2010-08-30,141.99
2010-08-31,142.0
2010-09-01,144.5
2010-09-02,144.6
2010-09-03,145.35
2010-09-06,145.67
2010-09-07,143.62
2010-09-08,144.62
2010-09-09,144.81
2010-09-10,144.8
2010-09-13,146.39
2010-09-14,145.84
2010-09-15,147.0
2010-09-16,146.05
2010-09-17,145.75
2010-09-20,145.63
2010-09-21,146.03
2010-09-22,143.83
2010-09-23,143.5
2010-09-24,145.97
2010-09-27,145.01
2010-09-28,144.84
2010-09-29,145.6
2010-09-30,146.56
2010-10-01,149.39
2010-10-04,152.06
2010-10-05,151.0
2010-10-06,150.72
2010-10-07,150.5
2010-10-08,150.0
2010-10-11,150.89
2010-10-12,150.2
2010-10-13,151.45
2010-10-14,150.75
2010-10-15,150.3
2010-10-18,149.78
2010-10-19,149.59
2010-10-20,148.05
2010-10-21,148.0
2010-10-22,149.5
2010-10-25,150.0
2010-10-26,148.6
2010-10-27,146.0
2010-10-28,145.89
2010-10-29,148.1
2010-11-01,148.41
2010-11-02,148.48
2010-11-03,148.43
2010-11-08,151.88
2010-11-09,152.9
2010-11-10,152.01
2010-11-11,149.4
2010-11-12,149.8
2010-11-13,147.34
2010-11-15,149.43
2010-11-16,148.0
2010-11-17,148.93
2010-11-18,151.58
2010-11-19,150.5
2010-11-22,150.87
2010-11-23,150.5
2010-11-24,149.5
2010-11-25,149.19
2010-11-26,149.8
2010-11-29,148.62
2010-11-30,148.47
2010-12-01,148.68
2010-12-02,150.0
2010-12-03,150.0
2010-12-06,154.0
2010-12-07,153.1
2010-12-08,149.66
2010-12-09,148.92
2010-12-10,148.43
2010-12-13,147.59
2010-12-14,147.8
2010-12-15,148.85
2010-12-16,147.72
2010-12-17,150.0
2010-12-20,149.74
2010-12-21,149.28
2010-12-22,149.0
2010-12-23,149.7
2010-12-24,148.22
2010-12-27,147.05
2010-12-28,146.86
2010-12-29,148.2
2010-12-30,148.7
2011-01-11,155.89
2011-01-12,157.6
2011-01-13,155.8
2011-01-14,157.0
2011-01-17,160.84
2011-01-18,159.8
2011-01-19,162.0
2011-01-20,161.21
2011-01-21,165.7
2011-01-24,165.1
2011-01-25,161.06
2011-01-26,161.0
2011-01-27,163.39
2011-01-28,163.4
2011-01-31,161.89
2011-02-01,165.95
2011-02-02,170.0
2011-02-03,168.59
2011-02-04,173.56
2011-02-07,175.4
2011-02-08,168.48
2011-02-09,167.46
2011-02-10,160.2
2011-02-11,163.43
2011-02-14,167.92
2011-02-15,163.42
2011-02-16,165.41
2011-02-17,165.73
2011-02-18,166.45
2011-02-21,168.75
2011-02-22,173.0
2011-02-24,173.51
2011-02-25,172.25
2011-02-28,173.99
2011-03-01,172.52
2011-03-02,174.4
2011-03-03,175.6
2011-03-04,176.24
2011-03-05,177.87
2011-03-09,183.9
2011-03-10,180.66
2011-03-11,178.28
2011-03-14,181.64
2011-03-15,179.24
2011-03-16,177.54
2011-03-17,177.6
2011-03-18,173.72
2011-03-21,173.23
2011-03-22,172.8
2011-03-23,182.0
2011-03-24,182.7
2011-03-25,182.77
2011-03-28,182.21
2011-03-29,179.96
2011-03-30,183.0
2011-03-31,183.07
2011-04-01,187.37
2011-04-04,191.2
2011-04-05,191.88
2011-04-06,194.86
2011-04-07,194.99
2011-04-08,194.53
2011-04-11,192.7
2011-04-12,187.16
2011-04-13,185.39
2011-04-14,180.68
2011-04-15,178.9
2011-04-18,172.95
2011-04-19,183.55
2011-04-20,187.55
2011-04-21,184.49
2011-04-22,188.6
2011-04-25,184.46
2011-04-26,183.86
2011-04-27,179.76
2011-04-28,180.16
2011-04-29,178.95
2011-05-03,172.7
2011-05-04,171.21
2011-05-05,168.92
2011-05-06,174.22
2011-05-10,166.2
2011-05-11,165.66
2011-05-12,158.9
2011-05-13,158.0
2011-05-16,156.69
2011-05-17,154.5
2011-05-18,157.14
2011-05-19,157.07
2011-05-20,154.79
2011-05-23,152.54
2011-05-24,155.99
2011-05-25,158.7
2011-05-26,160.8
2011-05-27,159.88
2011-05-30,158.99
2011-05-31,161.94
2011-06-01,160.13
2011-06-02,159.73
2011-06-03,159.9
2011-06-06,156.48
2011-06-07,160.1
2011-06-08,160.76
2011-06-09,164.99
2011-06-10,167.5
2011-06-14,168.53
2011-06-15,170.84
2011-06-16,173.0
2011-06-17,165.12
2011-06-20,165.03
2011-06-21,170.04
2011-06-22,168.39
2011-06-23,165.25
2011-06-24,171.79
2011-06-27,169.06
2011-06-28,175.0
2011-06-29,177.25
2011-06-30,179.39
2011-07-01,185.0
2011-07-04,186.39
2011-07-05,189.6
2011-07-06,185.04
2011-07-07,188.15
2011-07-08,192.0
2011-07-11,189.0
2011-07-12,186.9
2011-07-13,191.89
2011-07-14,189.15
2011-07-15,188.07
2011-07-18,185.88
2011-07-19,185.2
2011-07-20,189.21
2011-07-21,191.0
2011-07-22,192.54
2011-07-25,194.38
2011-07-26,193.67
2011-07-27,189.6
2011-07-28,191.5
2011-07-29,184.2
2011-08-01,185.5
2011-08-02,180.5
2011-08-03,171.93
2011-08-04,169.94
2011-08-05,169.78
2011-08-08,160.22
2011-08-09,157.05
2011-08-10,150.92
2011-08-11,155.0
2011-08-12,156.7
2011-08-15,163.55
2011-08-16,159.0
2011-08-17,164.2
2011-08-18,155.42
2011-08-19,154.0
2011-08-22,153.35
2011-08-23,154.51
2011-08-24,154.63
2011-08-25,149.68
2011-08-26,146.92
2011-08-29,152.36
2011-08-30,152.49
2011-08-31,157.5
2011-09-01,161.06
2011-09-02,157.99
2011-09-05,155.18
2011-09-06,156.0
2011-09-07,162.7
2011-09-08,161.5
2011-09-09,157.43
2011-09-12,150.8
2011-09-13,150.54
2011-09-14,152.7
2011-09-15,156.86
2011-09-16,157.31
2011-09-19,150.5
2011-09-20,154.65
2011-09-21,152.04
2011-09-22,139.3
2011-09-23,127.0
2011-09-26,129.95
2011-09-27,133.39
2011-09-28,129.92
2011-09-29,135.14
2011-09-30,135.49
2011-10-03,132.5
2011-10-04,128.12
2011-10-05,124.79
2011-10-06,129.58
2011-10-07,132.07
2011-10-10,137.88
2011-10-11,133.95
2011-10-12,138.0
2011-10-13,137.78
2011-10-14,138.59
2011-10-17,135.96
2011-10-18,144.26
2011-10-19,141.5
2011-10-20,141.22
2011-10-21,144.92
2011-10-24,147.9
2011-10-25,149.28
2011-10-26,153.24
2011-10-27,152.03
2011-10-28,153.94
2011-10-31,151.35
2011-11-01,149.36
2011-11-02,153.99
2011-11-03,154.3
2011-11-07,157.82
2011-11-08,158.07
2011-11-09,154.68
2011-11-10,160.99
2011-11-11,165.87
2011-11-14,164.55
2011-11-15,160.03
2011-11-16,160.14
2011-11-17,157.05
2011-11-18,154.14
2011-11-21,143.7
2011-11-22,148.26
2011-11-23,146.67
2011-11-24,144.2
2011-11-25,147.79
2011-11-28,158.58
2011-11-29,157.7
2011-11-30,165.54
2011-12-01,167.13
2011-12-02,165.34
2011-12-05,169.37
2011-12-06,164.49
2011-12-07,161.0
2011-12-08,161.1
2011-12-09,154.0
2011-12-12,146.74
2011-12-13,152.3
2011-12-14,153.97
2011-12-15,152.0
2011-12-16,147.04
2011-12-19,149.73
2011-12-20,154.22
2011-12-21,149.4
2011-12-22,151.69
2011-12-23,150.86
2011-12-26,153.63
2011-12-27,155.0
2011-12-28,156.39
2011-12-29,154.0
2011-12-30,158.4
2012-01-03,172.01
2012-01-04,173.24
2012-01-05,168.91
2012-01-06,170.0
2012-01-09,172.2
2012-01-10,174.0
2012-01-11,169.9
2012-01-12,168.61
2012-01-13,167.5
2012-01-16,168.0
2012-01-17,169.5
2012-01-18,171.82
2012-01-19,174.57
2012-01-20,176.97
2012-01-23,177.69
2012-01-24,175.0
2012-01-25,173.6
2012-01-26,176.24
2012-01-27,173.53
2012-01-30,170.24
2012-01-31,177.55
2012-02-01,177.5
2012-02-02,178.42
2012-02-03,179.84
2012-02-06,179.06
2012-02-07,177.97
2012-02-08,177.24
2012-02-09,176.27
2012-02-10,173.9
2012-02-13,174.94
2012-02-14,176.5
2012-02-15,179.93
2012-02-16,180.9
2012-02-17,183.49
2012-02-20,187.98
2012-02-21,187.71
2012-02-22,186.72
2012-02-24,191.22
2012-02-27,188.72
2012-02-28,187.54
2012-02-29,194.45
2012-03-01,194.4
2012-03-02,194.7
2012-03-05,195.63
2012-03-06,186.63
2012-03-07,188.66
2012-03-11,194.71
2012-03-12,195.35
2012-03-13,199.38
2012-03-14,200.99
2012-03-15,199.5
2012-03-16,203.0
2012-03-19,197.5
2012-03-20,192.98
2012-03-21,191.18
2012-03-22,191.28
2012-03-23,193.9
2012-03-26,198.82
2012-03-27,198.3
2012-03-28,193.3
2012-03-29,191.94
2012-03-30,196.33
2012-04-02,197.3
2012-04-03,199.95
2012-04-04,195.66
2012-04-05,194.34
2012-04-06,190.03
2012-04-09,193.98
2012-04-10,188.46
2012-04-11,185.07
2012-04-12,183.4
2012-04-13,182.54
2012-04-16,182.5
2012-04-17,180.0
2012-04-18,177.71
2012-04-19,184.47
2012-04-20,184.88
2012-04-23,179.19
2012-04-24,179.8
2012-04-25,176.5
2012-04-26,178.1
2012-04-27,179.37
2012-04-28,180.77
2012-05-02,181.0
2012-05-03,179.1
2012-05-04,171.11
2012-05-05,170.29
2012-05-07,179.2
2012-05-08,173.76
2012-05-10,170.5
2012-05-11,171.4
2012-05-12,171.31
2012-05-14,163.99
2012-05-15,163.76
2012-05-16,158.64
2012-05-17,150.78
2012-05-18,149.42
2012-05-21,158.0
2012-05-22,155.17
2012-05-23,151.95
2012-05-24,160.02
2012-05-25,163.19
2012-05-28,164.7
2012-05-29,173.0
2012-05-30,168.75
2012-05-31,165.79
2012-06-01,161.89
2012-06-04,169.39
2012-06-05,167.01
2012-06-06,169.66
2012-06-07,175.85
2012-06-08,176.46
2012-06-09,179.22
2012-06-13,179.7
2012-06-14,177.13
2012-06-15,184.86
2012-06-18,186.28
2012-06-19,184.9
2012-06-20,185.79
2012-06-21,182.89
2012-06-22,176.16
2012-06-25,170.7
2012-06-26,171.51
2012-06-27,178.39
2012-06-28,171.75
2012-06-29,180.2
2012-07-02,183.0
2012-07-03,188.7
2012-07-04,193.6
2012-07-05,198.67
2012-07-06,194.65
2012-07-09,192.71
2012-07-10,192.01
2012-07-11,186.83
2012-07-12,185.68
2012-07-13,190.15
2012-07-16,186.9
2012-07-17,190.3
2012-07-18,193.0
2012-07-19,197.21
2012-07-20,191.71
2012-07-23,184.17
2012-07-24,185.15
2012-07-25,186.77
2012-07-26,193.48
2012-07-27,200.05
2012-07-30,201.97
2012-07-31,197.4
2012-08-01,198.31
2012-08-02,196.22
2012-08-03,201.62
2012-08-06,203.6
2012-08-07,204.54
2012-08-08,202.52
2012-08-09,202.53
2012-08-10,200.9
2012-08-13,200.31
2012-08-14,204.26
2012-08-15,203.17
2012-08-16,200.51
2012-08-17,201.48
2012-08-20,199.58
2012-08-21,204.03
2012-08-22,203.66
2012-08-23,203.33
2012-08-24,203.19
2012-08-27,202.34
2012-08-28,201.91
2012-08-29,200.25
2012-08-30,199.17
2012-08-31,195.77
2012-09-03,196.7
2012-09-04,197.22
2012-09-05,194.01
2012-09-06,201.01
2012-09-07,204.42
2012-09-10,204.18
2012-09-11,204.29
2012-09-12,205.49
2012-09-13,206.3
2012-09-14,210.33
2012-09-17,210.83
2012-09-18,210.89
2012-09-19,209.39
2012-09-20,208.25
2012-09-21,210.05
2012-09-24,206.5
2012-09-25,203.46
2012-09-26,196.61
2012-09-27,200.13
2012-09-28,201.32
2012-10-01,207.76
2012-10-02,207.83
2012-10-03,203.13
2012-10-04,199.99
2012-10-05,204.78
2012-10-08,202.02
2012-10-09,203.0
2012-10-10,202.5
2012-10-11,200.8
2012-10-12,198.0
2012-10-15,200.5
2012-10-16,202.29
2012-10-17,207.99
2012-10-18,208.3
2012-10-19,203.88
2012-10-22,207.01
2012-10-23,203.81
2012-10-24,201.02
2012-10-25,202.0
2012-10-26,199.79
2012-10-29,201.6
2012-10-30,197.66
2012-10-31,197.48
2012-11-01,196.13
2012-11-02,195.39
2012-11-06,198.0
2012-11-07,195.71
2012-11-08,195.44
2012-11-09,195.05
2012-11-12,196.3
2012-11-13,193.39
2012-11-14,193.8
2012-11-15,192.63
2012-11-16,192.98
2012-11-19,194.26
2012-11-20,193.75
2012-11-21,198.06
2012-11-22,196.92
2012-11-23,201.47
2012-11-26,200.98
2012-11-27,201.8
2012-11-28,199.0
2012-11-29,198.76
2012-11-30,195.04
2012-12-03,201.0
2012-12-04,201.47
2012-12-05,204.99
2012-12-06,205.77
2012-12-07,204.5
2012-12-10,208.53
2012-12-11,209.01
2012-12-12,214.0
2012-12-13,217.44
2012-12-14,214.17
2012-12-17,212.3
2012-12-18,216.5
2012-12-19,217.4
2012-12-20,218.5
2012-12-21,218.0
2012-12-24,216.11
2012-12-25,216.09
2012-12-26,217.3
2012-12-27,216.93
2012-12-28,218.0
2013-01-08,221.59
2013-01-09,220.97
2013-01-10,218.7
2013-01-11,217.91
2013-01-14,220.51
2013-01-15,217.31
2013-01-16,216.86
2013-01-17,218.6
2013-01-18,220.35
2013-01-21,220.48
2013-01-22,220.69
2013-01-23,220.4
2013-01-24,220.35
2013-01-25,221.94
2013-01-28,225.22
2013-01-29,223.79
2013-01-30,220.11
2013-01-31,221.99
2013-02-01,221.5
2013-02-04,217.8
2013-02-05,218.99
2013-02-06,218.5
2013-02-07,218.04
2013-02-08,218.65
2013-02-11,218.7
2013-02-12,216.65
2013-02-13,218.72
2013-02-14,216.91
2013-02-15,216.51
2013-02-18,214.85
2013-02-19,216.8
2013-02-20,212.55
2013-02-21,212.5
2013-02-22,213.24
2013-02-25,211.26
2013-02-26,206.15
2013-02-27,204.99
2013-02-28,200.3
2013-03-01,201.84
2013-03-04,204.47
2013-03-05,205.46
2013-03-06,210.42
2013-03-07,211.27
2013-03-11,215.71
2013-03-12,215.5
2013-03-13,213.03
2013-03-14,210.54
2013-03-15,209.3
2013-03-18,201.0
2013-03-19,199.7
2013-03-20,199.71
2013-03-21,202.0
2013-03-22,199.49
2013-03-25,197.17
2013-03-26,196.8
2013-03-27,200.98
2013-03-28,205.39
2013-03-29,206.94
2013-04-01,207.26
2013-04-02,203.7
2013-04-03,204.99
2013-04-04,203.75
2013-04-05,199.9
2013-04-08,196.02
2013-04-09,198.35
2013-04-10,194.99
2013-04-11,190.81
2013-04-12,190.2
2013-04-15,185.5
2013-04-16,182.3
2013-04-17,179.77
2013-04-18,177.0
2013-04-19,176.29
2013-04-22,179.5
2013-04-23,176.41
2013-04-24,190.78
2013-04-25,195.71
2013-04-26,196.96
2013-04-29,193.55
2013-04-30,199.23
2013-05-02,193.76
2013-05-03,200.99
2013-05-06,205.75
2013-05-07,204.98
2013-05-08,206.5
2013-05-10,210.45
2013-05-13,208.0
2013-05-14,201.99
2013-05-15,199.77
2013-05-16,190.25
2013-05-17,201.85
2013-05-20,200.02
2013-05-21,206.4
2013-05-22,210.54
2013-05-23,203.6
2013-05-24,199.12
2013-05-27,198.45
2013-05-28,201.23
2013-05-29,190.87
2013-05-30,188.3
2013-05-31,180.42
2013-06-03,177.42
2013-06-04,182.73
2013-06-05,175.95
2013-06-06,170.25
2013-06-07,182.21
2013-06-10,179.5
2013-06-11,171.52
2013-06-13,168.4
2013-06-14,173.97
2013-06-17,185.0
2013-06-18,187.0
2013-06-19,186.5
2013-06-20,182.71
2013-06-21,181.4
2013-06-24,184.18
2013-06-25,186.6
2013-06-26,188.39
2013-06-27,187.41
2013-06-28,196.45
2013-07-01,197.46
2013-07-02,202.0
2013-07-03,197.04
2013-07-04,196.28
2013-07-05,194.82
2013-07-08,194.48
2013-07-09,192.65
2013-07-10,190.64
2013-07-11,198.15
2013-07-12,204.2
2013-07-15,207.0
2013-07-16,205.61
2013-07-17,211.0
2013-07-18,210.75
2013-07-19,211.52
2013-07-22,210.0
2013-07-23,211.2
2013-07-24,206.08
2013-07-25,207.0
2013-07-26,203.81
2013-07-29,202.97
2013-07-30,203.74
2013-07-31,202.56
2013-08-01,206.68
2013-08-02,205.68
2013-08-05,208.65
2013-08-06,200.1
2013-08-07,200.5
2013-08-08,206.01
2013-08-09,206.64
2013-08-12,206.73
2013-08-13,210.44
2013-08-14,213.01
2013-08-15,204.14
2013-08-16,202.93
2013-08-19,207.32
2013-08-20,207.72
2013-08-21,208.3
2013-08-22,209.56
2013-08-23,209.71
2013-08-26,209.0
2013-08-27,205.24
2013-08-28,202.54
2013-08-29,205.19
2013-08-30,208.74
2013-09-02,207.5
2013-09-03,207.32
2013-09-04,207.99
2013-09-05,213.65
2013-09-06,216.92
2013-09-09,220.0
2013-09-10,221.85
2013-09-11,221.64
2013-09-12,219.0
2013-09-13,219.38
2013-09-16,221.65
2013-09-17,223.0
2013-09-18,220.45
2013-09-19,223.3
2013-09-20,225.62
2013-09-23,220.83
2013-09-24,219.0
2013-09-25,217.34
2013-09-26,215.68
2013-09-27,216.4
2013-09-30,212.92
2013-10-01,213.45
2013-10-02,208.21
2013-10-03,209.05
2013-10-04,211.25
2013-10-07,210.24
2013-10-08,215.18
2013-10-09,214.33
2013-10-10,218.44
2013-10-11,217.81
2013-10-14,218.83
2013-10-15,221.99
2013-10-16,220.38
2013-10-17,219.6
2013-10-18,222.96
2013-10-21,221.51
2013-10-22,220.58
2013-10-23,216.7
2013-10-24,212.86
2013-10-25,214.13
2013-10-28,216.49
2013-10-29,217.0
2013-10-30,219.83
2013-10-31,220.54
2013-11-01,220.7
2013-11-05,219.18
2013-11-06,218.5
2013-11-07,219.17
2013-11-08,214.28
2013-11-11,211.1
2013-11-12,211.89
2013-11-13,208.0
2013-11-14,208.12
2013-11-15,208.24
2013-11-18,211.7
2013-11-19,211.99
2013-11-20,208.69
2013-11-21,208.5
2013-11-22,213.41
2013-11-25,211.01
2013-11-26,207.99
2013-11-27,204.48
2013-11-28,205.08
2013-11-29,203.09
2013-12-02,205.35
2013-12-03,198.72
2013-12-04,199.29
2013-12-05,196.74
2013-12-06,196.5
2013-12-09,199.28
2013-12-10,203.66
2013-12-11,203.5
2013-12-12,201.0
2013-12-13,201.34
2013-12-16,203.22
2013-12-17,206.09
2013-12-18,204.54
2013-12-19,209.03
2013-12-20,207.93
2013-12-23,210.98
2013-12-24,209.88
2013-12-25,209.99
2013-12-26,208.45
2013-12-27,206.2
2013-12-30,208.22
2014-01-06,200.4
2014-01-08,197.12
2014-01-09,199.11
2014-01-10,199.69
2014-01-13,201.5
2014-01-14,197.2
2014-01-15,198.41
2014-01-16,198.05
2014-01-17,199.5
2014-01-20,199.19
2014-01-21,200.39
2014-01-22,199.2
2014-01-23,201.07
2014-01-24,198.0
2014-01-27,197.36
2014-01-28,193.79
2014-01-29,197.14
2014-01-30,199.21
2014-01-31,195.49
2014-02-03,192.62
2014-02-04,188.96
2014-02-05,193.09
2014-02-06,199.59
2014-02-07,201.89
2014-02-10,203.32
2014-02-11,207.49
2014-02-12,212.66
2014-02-13,210.2
2014-02-14,212.12
2014-02-17,213.12
2014-02-18,213.77
2014-02-19,214.11
2014-02-20,209.29
2014-02-21,211.84
2014-02-24,214.5
2014-02-25,209.48
2014-02-26,209.41
2014-02-27,208.5
2014-02-28,211.19
2014-03-03,205.67
2014-03-04,207.5
2014-03-05,204.92
2014-03-06,204.42
2014-03-07,205.99
2014-03-11,203.34
2014-03-12,196.0
2014-03-13,189.75
2014-03-14,188.0
2014-03-17,194.29
2014-03-18,197.52
2014-03-19,191.98
2014-03-20,193.01
2014-03-21,195.63
2014-03-24,188.18
2014-03-25,190.97
2014-03-26,194.87
2014-03-27,197.7
2014-03-28,199.0
2014-03-31,200.0
2014-04-01,201.14
2014-04-02,199.5
2014-04-03,198.9
2014-04-04,204.15
2014-04-07,203.0
2014-04-08,209.02
2014-04-09,212.63
2014-04-10,219.0
2014-04-11,217.0
2014-04-14,213.8
2014-04-15,209.1
2014-04-16,208.0
2014-04-17,208.5
2014-04-18,211.99
2014-04-21,209.25
2014-04-22,209.36
2014-04-23,209.75
2014-04-24,208.51
2014-04-25,205.78
2014-04-28,207.33
2014-04-29,206.89
2014-04-30,203.39
2014-05-02,201.93
2014-05-05,202.0
2014-05-06,204.68
2014-05-07,210.34
2014-05-08,209.58
2014-05-12,210.87
2014-05-13,209.88
2014-05-14,213.91
2014-05-15,209.18
2014-05-16,209.0
2014-05-19,213.51
2014-05-20,218.0
2014-05-21,221.32
2014-05-22,221.0
2014-05-23,217.94
2014-05-26,219.22
2014-05-27,210.79
2014-05-28,210.97
2014-05-29,210.2
2014-05-30,202.1
2014-06-02,208.6
2014-06-03,210.6
2014-06-04,210.47
2014-06-05,208.79
2014-06-06,209.55
2014-06-09,207.63
2014-06-10,211.0
2014-06-11,213.0
2014-06-16,219.25
2014-06-17,222.77
2014-06-18,224.7
2014-06-19,224.64
2014-06-20,223.63
2014-06-23,225.95
2014-06-24,229.82
2014-06-25,224.92
2014-06-26,221.14
2014-06-27,222.48
2014-06-30,221.88
2014-07-01,222.0
2014-07-02,228.45
2014-07-03,226.56
2014-07-04,222.05
2014-07-07,229.2
2014-07-08,230.5
2014-07-09,228.0
2014-07-10,225.91
2014-07-11,228.89
2014-07-14,231.0
2014-07-15,222.37
2014-07-16,224.0
2014-07-17,219.88
2014-07-18,216.96
2014-07-21,215.28
2014-07-22,220.2
2014-07-23,220.72
2014-07-24,224.9
2014-07-25,224.48
2014-07-28,217.2
2014-07-29,218.48
2014-07-30,216.25
2014-07-31,212.9
2014-08-01,211.9
2014-08-04,215.0
2014-08-05,209.75
2014-08-06,209.5
2014-08-07,208.2
2014-08-08,208.33
2014-08-11,214.3
2014-08-12,216.0
2014-08-13,220.7
2014-08-14,221.8
2014-08-15,222.64
2014-08-18,223.4
2014-08-19,223.8
2014-08-20,228.15
2014-08-21,234.31
2014-08-22,229.75
2014-08-25,232.23
2014-08-26,232.8
2014-08-27,233.8
2014-08-28,232.75
2014-08-29,228.0
2014-09-01,227.3
2014-09-02,229.5
2014-09-03,235.45
2014-09-04,240.98
2014-09-05,242.7
2014-09-08,246.19
2014-09-09,244.26
2014-09-10,240.55
2014-09-11,234.55
2014-09-12,234.9
2014-09-15,239.67
2014-09-16,239.0
2014-09-17,239.87
2014-09-18,237.21
2014-09-19,230.89
2014-09-22,227.65
2014-09-23,235.6
2014-09-24,237.5
2014-09-25,235.75
2014-09-26,235.97
2014-09-29,231.75
2014-09-30,232.0
2014-10-01,230.0
2014-10-02,225.95
2014-10-03,226.0
2014-10-06,235.75
2014-10-07,235.75
2014-10-08,230.95
2014-10-09,228.05
2014-10-10,226.0
2014-10-13,230.0
2014-10-14,229.45
2014-10-15,224.9
2014-10-16,219.7
2014-10-17,224.45
2014-10-20,222.5
2014-10-21,221.5
2014-10-22,219.4
2014-10-23,220.75
2014-10-24,221.0
2014-10-27,224.15
2014-10-28,228.0
2014-10-29,242.3
2014-10-30,244.55
2014-10-31,259.8
2014-11-03,257.25
2014-11-05,249.0
2014-11-06,253.15
2014-11-07,255.5
2014-11-10,257.5
2014-11-11,260.05
2014-11-12,253.95
2014-11-13,247.4
2014-11-14,249.4
2014-11-17,254.2
2014-11-18,250.35
2014-11-19,252.0
2014-11-20,260.5
2014-11-21,252.2
2014-11-24,249.5
2014-11-25,245.75
2014-11-26,248.5
2014-11-27,253.95
2014-11-28,248.65
2014-12-01,260.0
2014-12-02,257.85
2014-12-03,258.5
2014-12-04,254.3
2014-12-05,242.4
2014-12-08,238.7
2014-12-09,243.75
2014-12-10,242.0
2014-12-11,235.6
2014-12-12,231.5
2014-12-15,221.85
2014-12-16,225.4
2014-12-17,210.65
2014-12-18,224.5
2014-12-19,214.1
2014-12-22,219.5
2014-12-23,214.1
2014-12-24,219.65
2014-12-25,225.35
2014-12-26,238.2
2014-12-29,246.45
2014-12-30,228.5
2015-01-05,238.0
2015-01-06,228.75
2015-01-08,245.0
2015-01-09,234.05
2015-01-12,228.25
2015-01-13,234.7
2015-01-14,244.55
2015-01-15,251.3
2015-01-16,260.0
2015-01-19,261.0
2015-01-20,257.0
2015-01-21,275.0
2015-01-22,287.3
2015-01-23,297.95
2015-01-26,285.65
2015-01-27,297.9
2015-01-28,289.0
2015-01-29,280.1
2015-01-30,270.15
2015-02-02,285.0
2015-02-03,294.0
2015-02-04,301.0
2015-02-05,319.35
2015-02-06,335.5
2015-02-09,324.0
2015-02-10,320.55
2015-02-11,320.5
2015-02-12,340.0
2015-02-13,353.0
2015-02-16,335.0
2015-02-17,338.6
2015-02-18,335.15
2015-02-19,343.3
2015-02-20,345.8
2015-02-24,340.0
2015-02-25,326.6
2015-02-26,327.55
2015-02-27,316.0
2015-03-02,330.95
2015-03-03,333.55
2015-03-04,319.0
2015-03-05,313.4
2015-03-06,298.2
2015-03-10,283.65
2015-03-11,285.9
2015-03-12,284.85
2015-03-13,277.95
2015-03-16,272.0
2015-03-17,271.45
2015-03-18,281.45
2015-03-19,288.45
2015-03-20,294.25
