Ticker,LKOH,LKOH,LKOH,LKOH,LKOH,LKOH,ROSN,ROSN,ROSN,ROSN,ROSN,ROSN,SIBN,SIBN,SIBN,SIBN,SIBN,SIBN,SNGS,SNGS,SNGS,SNGS,SNGS,SNGS,TATN,TATN,TATN,TATN,TATN,TATN
Indicator,open,close,high,low,volume,volume,open,close,high,low,volume,volume,open,close,high,low,volume,volume,open,close,high,low,volume,volume,open,close,high,low,volume,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-26,827.65,830.21,835.23,817.5,1419035898.0,1718998,,,,,,,82.98,82.5,83.4,81.0,11803908.0,143500.0,20.391,20.2,20.585,19.83,433622597.0,21500500,42.45,42.12,42.56,41.75,20668488.7,490600.0
2005-01-27,831.01,837.0,839.9,824.5,1234089515.05,1482213,,,,,,,82.39,82.49,83.0,82.07,45214467.0,547000.0,20.155,20.501,20.53,20.111,251700734.4,12357700,42.098,42.533,42.79,41.8,27593135.0,651600.0
2005-01-28,833.25,850.0,855.25,826.01,1810223547.99,2150877,,,,,,,82.23,84.8,84.9,81.85,61227796.0,735800.0,20.5,21.11,21.2,20.25,365438727.3,17573300,42.42,44.751,44.815,42.15,62045084.2,1423800.0
2005-01-31,851.01,868.0,878.49,842.65,2297314660.65,2656065,,,,,,,84.9,88.18,89.5,83.63,112450315.0,1293100.0,21.135,21.07,21.63,20.952,655891747.26,30702274,44.65,44.55,45.44,44.011,69334784.5,1550900.0
2005-02-01,870.0,873.98,879.0,864.22,1438847042.0,1651278,,,,,,,80.94,88.74,89.1,79.88,32399192.0,367800.0,21.108,21.3,21.437,20.76,560033843.9,26530925,44.575,44.65,44.75,44.011,28197098.2,632800.0
2005-02-02,874.95,875.0,888.0,870.06,1671820006.2,1902426,,,,,,,88.5,90.15,92.47,88.01,62631885.0,693000.0,21.34,21.494,21.83,21.3,449977989.1,20838600,44.65,45.3,45.349,44.65,38336271.2,850700.0
2005-02-03,876.14,880.01,883.0,872.1,1446106772.23,1646595,,,,,,,90.15,89.12,90.99,88.51,58098964.0,647500.0,21.5,21.37,21.748,21.35,311320522.0,14465700,45.401,46.11,46.4,45.401,65311973.4,1422100.0
2005-02-04,880.06,884.5,888.5,874.5,936031982.15,1061943,,,,,,,89.0,88.0,89.5,86.49,37340957.0,427300.0,21.398,21.5,21.54,21.231,178937064.5,8366000,45.9,46.003,46.15,45.372,44910613.5,978700.0
2005-02-07,888.0,884.26,899.0,882.29,1480778674.62,1663213,,,,,,,88.34,87.19,90.0,87.19,44061759.0,497000.0,21.55,21.35,21.945,21.33,392800560.0,18125900,45.65,45.885,46.38,45.551,36289489.1,787900.0
2005-02-08,883.96,896.0,897.0,876.5,1006802534.8,1133559,,,,,,,87.2,90.0,90.8,86.53,43992715.0,494800.0,21.352,21.549,21.64,21.27,313788036.6,14621900,45.885,46.7,46.8,44.731,46923642.4,1026400.0
2005-02-09,896.5,885.49,902.0,883.0,1599188048.54,1790236,,,,,,,90.87,88.1,91.2,87.6,90609587.0,1000700.0,22.32,21.21,22.32,21.2,362826594.0,16873810,46.81,45.57,46.91,44.969,66719263.1,1441400.0
2005-02-10,885.0,888.86,890.0,875.0,974019828.17,1104118,,,,,,,88.1,90.0,90.24,87.0,23337877.0,264200.0,21.184,21.374,21.41,20.86,409861535.6,19436100,45.575,45.2,45.739,44.4,42247773.7,939600.0
2005-02-11,889.95,875.0,891.0,873.05,741250447.79,842258,,,,,,,90.0,89.4,90.0,87.2,30057338.0,340360.0,21.43,21.05,21.46,20.81,340369652.5,16164000,45.145,44.404,45.455,43.8,38229245.1,859900.0
2005-02-14,875.0,881.0,891.76,874.0,1212519499.55,1372292,,,,,,,88.88,89.29,89.55,87.59,18833290.0,212100.0,21.051,21.012,21.29,20.88,163717433.8,7773400,44.301,43.65,44.637,43.23,46509097.6,1056600.0
2005-02-15,882.0,886.8,889.49,879.22,686945225.17,776340,,,,,,,89.3,89.11,90.0,88.0,22198166.0,249600.0,21.11,21.11,21.14,20.625,172708320.2,8243700,43.63,44.3,44.44,43.46,24783988.1,563800.0
2005-02-16,887.85,896.0,900.3,886.0,1441122029.97,1610307,,,,,,,89.49,90.8,91.19,89.0,69042544.0,765400.0,21.48,21.1,21.48,21.003,323833238.7,15250900,44.45,44.6,48.3,38.322,85718645.8,1919900.0
2005-02-17,899.75,905.5,908.45,898.0,1022773489.55,1131211,,,,,,,91.0,92.65,94.0,90.15,73501054.0,795400.0,20.601,21.3,21.461,20.601,259418098.0,12217400,44.997,45.15,45.6,44.8,32194832.2,711800.0
2005-02-18,905.85,911.0,915.0,901.22,1500976979.05,1651648,,,,,,,94.57,94.01,94.98,92.25,68277300.0,727500.0,21.345,21.31,21.555,21.05,274141742.6,12854410,45.0,45.5,45.6,44.811,47829357.9,1057300.0
2005-02-21,912.62,915.41,919.0,910.5,1069956238.62,1170439,,,,,,,94.0,94.92,95.2,93.6,49360612.0,521500.0,21.35,21.48,21.58,21.21,187840748.5,8768275,45.65,45.888,45.97,45.25,45606330.6,1002400.0
2005-02-22,917.01,913.77,920.7,907.0,1679962658.0,1839225,,,,,,,94.91,93.89,95.25,92.19,76260168.0,808900.0,22.026,21.287,22.026,21.19,231240733.6,10825100,45.888,45.8,46.4,45.625,63412039.7,1379500.0
2005-02-24,918.01,939.8,941.0,916.01,2030069945.26,2187819,,,,,,,93.9,96.55,97.0,93.78,108923182.0,1136200.0,21.294,21.72,21.78,21.281,495236527.4,22981900,46.08,48.3,48.46,45.7,161988561.1,3438500.0
2005-02-25,945.78,956.5,957.0,941.01,2204549968.08,2320968,,,,,,,97.35,96.49,97.47,95.15,114177053.0,1184400.0,21.9,22.08,22.093,21.51,658190981.9,30094873,48.525,49.21,49.28,47.6,88260576.9,1816800.0
2005-02-28,958.0,968.25,968.8,953.88,1981599436.77,2058390,,,,,,,96.52,97.5,98.0,95.51,106485414.0,1095000.0,22.15,23.198,23.34,22.01,1180322488.8,51829400,49.335,50.18,50.185,48.75,89864899.7,1809400.0
2005-03-01,964.7,952.0,967.9,948.0,1648835769.2,1726278,,,,,,,98.0,96.6,98.2,96.0,133542284.0,1377200.0,23.255,22.853,23.27,22.75,489362070.3,21293700,49.801,48.6,49.801,48.5,83802946.8,1707600.0
2005-03-02,955.0,941.99,961.98,938.88,2304885145.72,2421194,,,,,,,96.79,94.69,98.38,94.58,147376956.0,1529802.0,23.0,22.42,23.429,22.35,986206693.4,42954100,48.25,48.15,50.72,48.12,393814637.5,7975305.0
2005-03-03,942.04,937.0,948.76,934.03,1296687510.15,1376553,,,,,,,94.72,95.5,96.2,94.0,55264959.28,581174.0,22.485,22.53,22.999,22.436,954798192.1,42028100,48.935,48.818,49.95,48.2,125659065.4,2569600.0
2005-03-04,940.05,952.0,954.49,938.12,1184223032.21,1250194,,,,,,,96.2,96.75,96.8,95.52,63302291.0,657000.0,22.575,22.85,22.948,22.575,360106174.8,15794400,50.4,50.0,50.43,49.222,64439646.1,1290900.0
2005-03-05,954.18,954.7,955.0,951.0,242857550.15,254762,,,,,,,97.15,98.77,99.9,96.1,102426992.0,1043400.0,22.85,22.96,23.09,22.791,161442401.5,7035900,50.493,50.69,50.899,49.7,37687032.6,747000.0
2005-03-09,961.0,958.5,968.76,946.1,1921002852.33,2002184,,,,,,,98.92,98.05,100.5,97.58,362697937.0,3642200.0,23.075,22.829,23.211,22.611,405725380.0,17681000,49.981,50.0,50.9,49.63,80826820.2,1606800.0
2005-03-10,957.22,934.0,957.22,932.5,1387035645.09,1474075,,,,,,,98.8,94.0,98.8,93.7,134676500.0,1408100.0,22.79,22.08,22.848,21.922,605541898.5,27208875,50.0,48.5,50.2,48.37,66967418.5,1366300.0
2005-03-11,934.95,949.0,950.3,927.07,1906314508.27,2030235,,,,,,,94.0,93.48,94.2,91.5,99358572.0,1067503.0,22.652,22.07,22.652,21.801,554332889.5,25134900,48.0,48.41,48.7,47.511,70070144.8,1453100.0
2005-03-14,950.6,932.02,951.0,928.11,1595150906.56,1704884,,,,,,,93.5,90.5,93.5,90.2,41391478.0,450500.0,21.826,21.53,22.19,21.435,615433085.6,28343500,48.49,48.29,49.22,47.9,51049072.7,1050900.0
2005-03-15,932.26,925.2,941.8,925.0,1543973806.77,1651431,,,,,,,90.8,90.75,93.0,90.26,85247521.0,930200.0,21.55,21.4,22.026,21.36,612962770.1,28229500,48.38,47.67,48.9,47.5,71059701.3,1471300.0
2005-03-16,925.2,903.1,929.0,899.5,2335327234.09,2553217,,,,,,,91.5,87.9,91.79,87.85,112385876.0,1258700.0,21.491,20.529,21.575,20.421,895018248.0,42617500,47.77,46.05,47.95,46.01,66463028.2,1424500.0
2005-03-17,907.0,920.0,924.97,904.1,2062646751.96,2251541,,,,,,,87.9,88.5,89.5,87.4,86642571.0,980700.0,20.5,20.85,20.95,20.5,428586428.2,20644210,45.701,46.109,46.688,44.86,68849514.6,1503500.0
2005-03-18,923.95,920.05,930.4,914.0,1885803805.77,2044550,,,,,,,88.9,88.5,90.55,87.5,72577742.0,813100.0,20.861,20.479,21.137,20.355,640299277.3,30828900,46.1,45.41,47.4,45.2,72004606.18,1556256.0
2005-03-21,924.15,908.0,929.0,903.1,1225392004.04,1337804,,,,,,,88.78,85.5,88.82,84.5,96932435.0,1122100.0,20.556,20.12,20.77,20.065,490551273.1,24140434,45.59,44.4,45.844,44.303,46959249.5,1042700.0
2005-03-22,905.0,929.0,929.3,905.0,1192894844.48,1299695,,,,,,,85.01,87.2,88.0,83.52,149133446.0,1727000.0,20.149,20.601,20.646,20.01,411934262.6,20215800,44.399,45.48,45.49,44.156,49676319.2,1103000.0
2005-03-23,920.0,899.5,920.0,896.02,2703601698.48,2991727,,,,,,,87.0,86.87,87.0,84.01,122286503.0,1429600.0,20.4,19.952,20.448,19.751,741671910.4,37161200,44.987,44.599,44.987,44.005,48510784.6,1088000.0
2005-03-24,899.5,933.05,934.6,899.0,2067286433.53,2248676,,,,,,,86.85,91.0,91.6,86.5,149640373.0,1680500.0,20.0,20.598,20.72,19.92,611447708.9,30007900,44.339,46.1,46.298,44.11,83623152.5,1844922.0
2005-03-25,935.0,938.42,945.9,934.04,1308842526.14,1391991,,,,,,,91.5,91.58,97.0,90.61,54260970.0,590700.0,20.701,20.942,21.124,20.701,519268267.7,24756500,46.22,46.45,46.855,46.0,33914079.9,729844.0
2005-03-28,939.9,942.5,943.8,928.02,749102691.57,799975,,,,,,,92.0,91.6,93.5,91.15,44161051.0,480500.0,20.8,20.56,20.8,20.365,319077423.0,15544400,46.55,46.57,46.749,46.325,26653066.9,573500.0
2005-03-29,943.0,940.0,948.49,931.0,1280639465.07,1363003,,,,,,,91.9,89.16,91.98,89.05,55618387.0,615700.0,20.55,20.408,20.599,20.215,353485488.9,17355000,46.46,45.752,46.478,44.899,57438173.6,1248300.0
2005-03-30,937.0,929.0,937.5,925.0,1201915253.95,1292516,,,,,,,89.0,87.68,89.0,86.52,41573223.0,475100.0,20.386,19.97,20.386,19.801,409354283.7,20461900,45.444,44.59,45.444,43.95,63922665.0,1439100.0
2005-03-31,932.0,945.9,946.5,932.0,1132334070.62,1205197,,,,,,,87.97,88.22,89.49,87.5,31007141.0,350700.0,20.05,19.95,20.2,19.752,475707251.9,23823800,44.68,44.84,45.17,44.45,28569086.8,637400.0
2005-04-01,952.0,971.0,972.0,946.7,1720635564.38,1796363,,,,,,,88.35,90.12,91.49,88.05,100789977.0,1122800.0,20.135,20.805,20.844,20.011,645085855.8,31677300,45.0,46.501,46.775,44.81,57969451.8,1274300.0
2005-04-04,969.0,966.0,982.88,964.56,2517799238.47,2590071,,,,,,,90.12,89.05,91.5,88.61,74272563.0,823000.0,20.805,20.62,21.119,20.47,697586421.4,33555900,47.211,47.599,48.61,47.15,155076955.1,3251300.0
2005-04-05,968.0,979.0,982.71,962.01,1457278705.46,1496763,,,,,,,89.08,90.66,91.45,88.31,104437386.0,1154900.0,20.63,20.831,20.95,20.526,524222415.6,25222000,47.575,48.28,48.4,47.31,86416019.3,1807600.0
2005-04-06,982.7,1016.0,1016.6,980.25,3639601979.55,3635591,,,,,,,91.27,93.45,93.5,90.79,180224110.0,1949800.0,20.843,21.65,21.744,20.843,1101802576.0,51441600,48.28,48.95,49.1,48.07,76306926.8,1562822.0
2005-04-07,1018.81,1012.0,1025.34,1002.0,2819022167.66,2781574,,,,,,,93.9,93.88,94.5,92.8,120157204.0,1280800.0,21.753,21.49,21.9,21.186,917852146.4,42627002,50.364,49.398,50.364,48.817,127875557.3,2604900.0
2005-04-08,1015.0,1021.9,1026.9,1004.0,1778290924.58,1748615,,,,,,,89.34,93.89,94.27,89.34,73863184.0,790000.0,21.499,21.75,21.9,21.221,913907835.7,42306500,49.21,49.3,49.8,49.19,41648310.7,841900.0
2005-04-11,971.0,1001.1,1020.0,971.0,3505945577.85,3508996,,,,,,,93.68,89.99,93.7,87.5,172907612.0,1927400.0,21.78,20.985,21.799,20.49,1661111838.5,79299900,49.337,47.5,49.337,46.855,79738380.5,1670800.0
2005-04-12,1005.0,998.26,1006.0,978.06,2266444430.79,2284846,,,,,,,89.96,89.5,90.45,88.0,39994666.0,449400.0,20.993,20.82,21.03,20.495,673912027.1,32495100,47.5,47.299,47.65,46.55,51277223.4,1089100.0
2005-04-13,998.5,997.55,1019.99,993.5,1868581908.7,1856892,,,,,,,90.4,88.75,90.7,88.13,53351917.0,596300.0,20.825,20.95,21.11,20.8,509845625.6,24307000,47.299,46.7,47.7,46.7,61180661.8,1293600.0
2005-04-14,991.23,973.55,992.79,966.14,2877913476.65,2944721,,,,,,,88.64,86.45,88.7,86.2,105154402.0,1201300.0,20.875,20.53,20.899,20.35,511475046.2,24891100,47.345,46.86,47.35,45.73,67466285.4,1448200.0
2005-04-15,970.0,964.51,977.0,961.04,1961366484.97,2024669,,,,,,,86.1,85.14,86.2,84.3,54853124.0,643100.0,20.445,20.3,20.499,20.16,419320865.4,20619400,46.75,46.7,47.15,46.2,26086627.9,558330.0
2005-04-18,956.0,947.55,957.99,938.98,2034933590.2,2148572,,,,,,,85.0,85.4,87.47,83.67,68368317.0,802600.0,20.125,19.87,20.2,19.861,435362410.3,21814100,45.615,45.78,46.269,45.4,27007686.9,590900.0
